ID	nr_annotation
EZ55_39_7	WP_156086323.1 alpha/beta hydrolase [Alteromonas macleodii]
EZ55_39_8	WP_014949234.1 MULTISPECIES: DUF3718 domain-containing protein [Alteromonas]
EZ55_39_9	WP_014949235.1 MULTISPECIES: DUF3718 domain-containing protein [Alteromonas]
EZ55_39_10	WP_014949236.1 MULTISPECIES: sugar-binding transcriptional regulator [Alteromonas]
EZ55_39_11	WP_156086324.1 HAD family hydrolase [Alteromonas macleodii]
EZ55_39_12	WP_014976338.1 MULTISPECIES: membrane protein [Alteromonas]
EZ55_39_13	WP_156086325.1 mannitol dehydrogenase family protein [Alteromonas macleodii]
EZ55_39_14	WP_014949240.1 MULTISPECIES: DUF3718 domain-containing protein [Alteromonas]
EZ55_39_15	WP_075176444.1 MULTISPECIES: transcriptional repressor [Alteromonas]
EZ55_39_16	WP_156086326.1 dihydroorotase [Alteromonas macleodii]
EZ55_39_17	WP_156086327.1 GTP-binding protein [Alteromonas macleodii]
EZ55_39_18	WP_156086328.1 FAD-binding oxidoreductase [Alteromonas macleodii]
EZ55_39_19	WP_156086329.1 CocE/NonD family hydrolase [Alteromonas macleodii]
EZ55_39_20	WP_014949246.1 MULTISPECIES: LysR family transcriptional regulator [Alteromonas]
EZ55_39_21	WP_156086330.1 MaoC family dehydratase [Alteromonas macleodii]
EZ55_39_22	WP_014949248.1 MULTISPECIES: entericidin A/B family lipoprotein [Alteromonas]
EZ55_39_23	WP_014976346.1 mechanosensitive ion channel family protein [Alteromonas macleodii]
EZ55_39_24	WP_156086331.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_39_25	WP_156086332.1 4a-hydroxytetrahydrobiopterin dehydratase [Alteromonas macleodii]
EZ55_39_26	WP_156086333.1 PAS domain S-box protein [Alteromonas macleodii]
EZ55_39_27	WP_156086334.1 two-component system response regulator [Alteromonas macleodii]
EZ55_39_28	WP_014949254.1 MULTISPECIES: ribosome maturation factor RimP [Alteromonas]
EZ55_39_29	WP_014949255.1 MULTISPECIES: transcription termination factor NusA [Alteromonas]
EZ55_39_30	WP_014949256.1 MULTISPECIES: translation initiation factor IF-2 [Alteromonas]
EZ55_39_31	WP_014949257.1 MULTISPECIES: 30S ribosome-binding factor RbfA [Alteromonas]
EZ55_39_32	WP_156086335.1 tRNA pseudouridine(55) synthase TruB [Alteromonas macleodii]
EZ55_39_33	WP_012518257.1 MULTISPECIES: 30S ribosomal protein S15 [Alteromonas]
EZ55_39_34	VTP54745.1 PAS domain S-box-containing protein/diguanylate cyclase (GGDEF)-like protein [Alteromonas macleodii]
EZ55_39_35	WP_014949260.1 MULTISPECIES: 23S rRNA pseudouridine(2604) synthase RluF [Alteromonas]
EZ55_39_36	WP_156086336.1 hypothetical protein [Alteromonas macleodii]
EZ55_39_37	WP_014949262.1 MULTISPECIES: bifunctional GNAT family N-acetyltransferase/carbon-nitrogen hydrolase family protein [Alteromonas]
EZ55_39_38	WP_156086337.1 2OG-Fe(II) oxygenase [Alteromonas macleodii]
EZ55_39_39	WP_039229600.1 MULTISPECIES: response regulator [Alteromonas]
EZ55_39_40	WP_156086338.1 ExeM/NucH family extracellular endonuclease [Alteromonas macleodii]
EZ55_39_41	WP_156086339.1 DUF2252 family protein [Alteromonas macleodii]
EZ55_39_42	AFS37168.1 hypothetical protein MASE_08185 [Alteromonas macleodii ATCC 27126]
EZ55_39_43	WP_014949268.1 MULTISPECIES: alkyl hydroperoxide reductase subunit C [Alteromonas]
EZ55_39_44	WP_014976359.1 MULTISPECIES: alkyl hydroperoxide reductase subunit F [Alteromonas]
EZ55_39_45	WP_156086340.1 TonB-dependent siderophore receptor [Alteromonas macleodii]
EZ55_39_46	WP_156086341.1 hypothetical protein [Alteromonas macleodii]
EZ55_39_47	WP_156086342.1 PepSY domain-containing protein [Alteromonas macleodii]
EZ55_39_48	WP_156086343.1 demethoxyubiquinone hydroxylase family protein [Alteromonas macleodii]
EZ55_39_49	WP_156086344.1 SMP-30/gluconolactonase/LRE family protein [Alteromonas macleodii]
EZ55_39_50	WP_156086345.1 S41 family peptidase [Alteromonas macleodii]
EZ55_39_51	WP_069944181.1 hypothetical protein [Alteromonas macleodii]
EZ55_39_52	WP_156086346.1 YgiQ family radical SAM protein [Alteromonas macleodii]
EZ55_39_53	GEA04392.1 hypothetical protein KUL17_32890 [Alteromonas sp. KUL17]
EZ55_39_54	WP_014976366.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_39_55	WP_156086347.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_39_56	WP_156086348.1 bifunctional TVP38/TMEM64 family protein/FAD-dependent oxidoreductase [Alteromonas macleodii]
EZ55_39_57	WP_061485756.1 DUF547 domain-containing protein [Alteromonas macleodii]
EZ55_39_58	WP_156086349.1 ABC transporter substrate-binding protein [Alteromonas macleodii]
EZ55_39_59	WP_156086350.1 ABC transporter permease subunit [Alteromonas macleodii]
EZ55_39_60	WP_014949285.1 MULTISPECIES: ATP-binding cassette domain-containing protein [Alteromonas]
EZ55_39_61	WP_156086351.1 CDP-alcohol phosphatidyltransferase family protein [Alteromonas macleodii]
EZ55_39_62	WP_156086352.1 sterol desaturase family protein [Alteromonas macleodii]
EZ55_39_63	WP_014949288.1 MULTISPECIES: DNA/RNA non-specific endonuclease [Alteromonas]
EZ55_39_64	WP_039232619.1 alcohol dehydrogenase family protein [Alteromonas macleodii]
EZ55_39_65	WP_014949290.1 MULTISPECIES: TetR/AcrR family transcriptional regulator [Alteromonas]
EZ55_39_66	VTP54822.1 hypothetical protein EZ55_01837 [Alteromonas macleodii]
EZ55_39_67	WP_156086354.1 DUF3307 domain-containing protein [Alteromonas macleodii]
EZ55_39_68	WP_156086355.1 AraC family transcriptional regulator [Alteromonas macleodii]
EZ55_39_69	VTP54828.1 hypothetical protein EZ55_01840 [Alteromonas macleodii]
EZ55_39_70	HAD88895.1 nuclear transport factor 2 family protein [Alteromonas macleodii]
EZ55_39_71	WP_156086358.1 LysR family transcriptional regulator [Alteromonas macleodii]
EZ55_39_72	WP_156086359.1 NAD(P)H-dependent oxidoreductase [Alteromonas macleodii]
EZ55_39_73	HAD88898.1 ankryin [Alteromonas macleodii]
EZ55_39_74	WP_156086361.1 DUF4437 domain-containing protein [Alteromonas macleodii]
EZ55_39_75	WP_156086362.1 LysR family transcriptional regulator [Alteromonas macleodii]
EZ55_39_76	WP_156086363.1 hypothetical protein [Alteromonas macleodii]
EZ55_39_77	WP_156086364.1 TonB-dependent siderophore receptor [Alteromonas macleodii]
EZ55_39_78	WP_156086365.1 DUF3526 domain-containing protein [Alteromonas macleodii]
EZ55_39_79	WP_156086366.1 DUF3526 domain-containing protein [Alteromonas macleodii]
EZ55_39_80	WP_069944200.1 MULTISPECIES: ABC transporter ATP-binding protein [Alteromonas]
EZ55_39_81	WP_014976383.1 MULTISPECIES: NADH:flavin oxidoreductase/NADH oxidase family protein [Alteromonas]
EZ55_39_82	WP_014949307.1 MULTISPECIES: SsrA-binding protein SmpB [Alteromonas]
EZ55_39_83	VTO39479.1 Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module [Alteromonas macleodii]
EZ55_39_84	WP_156086367.1 RnfH family protein [Alteromonas macleodii]
EZ55_39_85	WP_012518305.1 MULTISPECIES: MarR family transcriptional regulator [Alteromonas]
EZ55_39_86	WP_156086368.1 choline BCCT transporter BetT [Alteromonas macleodii]
EZ55_39_87	WP_156086369.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_39_88	WP_049586691.1 tetratricopeptide repeat-containing sulfotransferase family protein [Alteromonas macleodii]
EZ55_39_89	WP_156086370.1 hypothetical protein [Alteromonas macleodii]
EZ55_39_90	VTP52242.1 hypothetical protein MIT1002_01814 [Alteromonas macleodii]
EZ55_39_91	WP_049586695.1 MULTISPECIES: kinase/pyrophosphorylase [Alteromonas]
EZ55_39_92	WP_014949316.1 MULTISPECIES: phosphoenolpyruvate synthase [Alteromonas]
EZ55_39_93	WP_155279892.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_39_94	WP_061485789.1 molybdopterin-dependent oxidoreductase [Alteromonas macleodii]
EZ55_39_95	WP_014976393.1 MULTISPECIES: (2Fe-2S)-binding protein [Alteromonas]
EZ55_39_96	WP_061485790.1 tellurium resistance protein TerC [Alteromonas macleodii]
EZ55_39_97	WP_014949321.1 MULTISPECIES: DUF4826 family protein [Alteromonas]
EZ55_39_98	WP_014949322.1 MULTISPECIES: GNAT family N-acetyltransferase [Alteromonas]
EZ55_39_99	WP_039229486.1 MULTISPECIES: cupin domain-containing protein [Alteromonas]
EZ55_39_100	WP_061485791.1 adenylate/guanylate cyclase domain-containing protein [Alteromonas macleodii]
EZ55_39_101	WP_039229483.1 MULTISPECIES: adenylosuccinate lyase [Alteromonas]
EZ55_39_102	WP_061485793.1 high frequency lysogenization protein HflD [Alteromonas macleodii]
EZ55_39_103	WP_044556785.1 MULTISPECIES: tRNA 2-thiouridine(34) synthase MnmA [Alteromonas]
EZ55_39_104	WP_014976399.1 MULTISPECIES: rRNA large subunit pseudouridine synthase E [Alteromonas]
EZ55_39_105	WP_061485794.1 NADP-dependent isocitrate dehydrogenase [Alteromonas macleodii]
EZ55_39_106	WP_014949330.1 MULTISPECIES: cold shock domain-containing protein CspD [Alteromonas]
EZ55_39_107	WP_131092825.1 ATP-dependent Clp protease adapter ClpS [Alteromonas sp. KUL42]
EZ55_39_108	WP_014949332.1 MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpA [Alteromonas]
EZ55_39_109	WP_014949333.1 MULTISPECIES: translation initiation factor IF-1 [Alteromonadaceae]
EZ55_39_110	WP_014949334.1 MULTISPECIES: arginyltransferase [Alteromonas]
EZ55_39_111	WP_039229718.1 leucyl/phenylalanyl-tRNA--protein transferase [Alteromonas macleodii]
EZ55_39_112	WP_014949336.1 MULTISPECIES: thioredoxin-disulfide reductase [Alteromonas]
EZ55_39_113	WP_014979203.1 MULTISPECIES: DUF412 domain-containing protein [Alteromonas]
EZ55_39_114	WP_156086372.1 signal peptide peptidase SppA [Alteromonas macleodii]
EZ55_39_115	VTP54922.1 hypothetical protein EZ55_01889 [Alteromonas macleodii]
EZ55_39_116	WP_101564464.1 DoxX family protein [Alteromonas macleodii]
EZ55_39_117	WP_014949342.1 MULTISPECIES: NAD(P)H nitroreductase [Alteromonas]
EZ55_39_118	WP_101564466.1 DUF2797 domain-containing protein [Alteromonas macleodii]
EZ55_39_119	WP_061485799.1 asparaginase [Alteromonas macleodii]
EZ55_39_120	WP_061485800.1 lipoyl synthase [Alteromonas macleodii]
EZ55_39_121	WP_014976409.1 MULTISPECIES: lipoyl(octanoyl) transferase LipB [Alteromonas]
EZ55_39_122	WP_014949347.1 MULTISPECIES: DUF493 family protein YbeD [Alteromonas]
EZ55_39_123	WP_014949348.1 MULTISPECIES: D-alanyl-D-alanine carboxypeptidase [Alteromonas]
EZ55_39_124	WP_156086373.1 septal ring lytic transglycosylase RlpA family protein [Alteromonas macleodii]
EZ55_39_125	WP_039232696.1 MULTISPECIES: rod shape-determining protein RodA [Alteromonas]
EZ55_39_126	WP_075176511.1 MULTISPECIES: penicillin-binding protein 2 [Alteromonas]
EZ55_39_127	WP_207198750.1 MULTISPECIES: 23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH [Alteromonas]
EZ55_39_128	WP_014949353.1 MULTISPECIES: ribosome silencing factor [Alteromonas]
EZ55_39_129	WP_230598796.1 nicotinate (nicotinamide) nucleotide adenylyltransferase [Alteromonas macleodii]
EZ55_39_130	WP_014949355.1 MULTISPECIES: DNA polymerase III subunit delta [Alteromonas]
EZ55_39_131	WP_014976413.1 MULTISPECIES: LPS assembly lipoprotein LptE [Alteromonas]
EZ55_39_132	WP_156086374.1 leucine--tRNA ligase [Alteromonas macleodii]
EZ55_39_133	WP_014976415.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_39_134	WP_156086375.1 ATP-binding protein [Alteromonas macleodii]
EZ55_39_135	WP_156086376.1 RDD family protein [Alteromonas macleodii]
EZ55_39_136	WP_156086377.1 hypothetical protein [Alteromonas macleodii]
EZ55_39_137	WP_156086378.1 3-hydroxyacyl-CoA dehydrogenase [Alteromonas macleodii]
EZ55_39_138	WP_014949363.1 MULTISPECIES: ribosome assembly RNA-binding protein YhbY [Alteromonas]
EZ55_39_139	WP_014949364.1 MULTISPECIES: 23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE [Alteromonas]
EZ55_39_140	WP_014949365.1 MULTISPECIES: ATP-dependent zinc metalloprotease FtsH [Alteromonas]
EZ55_39_141	WP_156086379.1 dihydropteroate synthase [Alteromonas macleodii]
EZ55_39_142	WP_014949367.1 MULTISPECIES: phosphoglucosamine mutase [Alteromonas]
EZ55_39_143	WP_156086380.1 triose-phosphate isomerase [Alteromonas macleodii]
EZ55_39_144	WP_156086381.1 preprotein translocase subunit SecG [Alteromonas macleodii]
EZ55_39_145	WP_156086382.1 EAL domain-containing protein [Alteromonas macleodii]
EZ55_39_146	WP_014949371.1 MULTISPECIES: YqaE/Pmp3 family membrane protein [Alteromonas]
EZ55_39_147	WP_014949372.1 MULTISPECIES: hemerythrin domain-containing protein [Alteromonas]
EZ55_39_148	WP_101564483.1 NADP-specific glutamate dehydrogenase [Alteromonas macleodii]
EZ55_39_149	WP_156086383.1 dual specificity protein phosphatase family protein [Alteromonas macleodii]
EZ55_39_150	WP_156086384.1 DUF2878 domain-containing protein [Alteromonas macleodii]
EZ55_39_151	WP_156086385.1 SDR family NAD(P)-dependent oxidoreductase [Alteromonas macleodii]
EZ55_39_152	WP_014949377.1 HAD-IIB family hydrolase [Alteromonas macleodii]
EZ55_39_153	WP_156086386.1 hypothetical protein [Alteromonas macleodii]
EZ55_39_154	WP_156086387.1 DNA topoisomerase IB [Alteromonas macleodii]
EZ55_39_155	WP_156087337.1 sodium/proline symporter PutP [Alteromonas macleodii]
EZ55_39_156	WP_156086388.1 glutamate 5-kinase [Alteromonas macleodii]
EZ55_39_157	WP_061485817.1 glutamate-5-semialdehyde dehydrogenase [Alteromonas macleodii]
EZ55_39_158	WP_156086389.1 mechanosensitive ion channel family protein [Alteromonas macleodii]
EZ55_39_159	WP_014949384.1 MULTISPECIES: HNH endonuclease [Alteromonas]
EZ55_39_160	AFS37287.1 polynucleotide phosphorylase/polyadenylase [Alteromonas macleodii ATCC 27126]
EZ55_39_161	WP_061485818.1 MULTISPECIES: DUF1244 domain-containing protein [Alteromonas]
EZ55_39_162	WP_061485821.1 hypothetical protein [Alteromonas macleodii]
EZ55_39_163	WP_061485822.1 hypothetical protein [Alteromonas macleodii]
EZ55_39_164	WP_061485823.1 DUF262 domain-containing protein [Alteromonas macleodii]
EZ55_39_165	WP_061485824.1 hypothetical protein [Alteromonas macleodii]
EZ55_39_166	VTP55025.1 hypothetical protein EZ55_01941 [Alteromonas macleodii]
EZ55_39_167	WP_156087338.1 CcdB family protein [Alteromonas macleodii]
EZ55_39_168	WP_156086390.1 IS66 family insertion sequence element accessory protein TnpB [Alteromonas macleodii]
EZ55_39_169	WP_156086391.1 IS66 family insertion sequence element accessory protein TnpB [Alteromonas macleodii]
EZ55_39_170	VTP55031.1 transposase [Alteromonas macleodii]
EZ55_39_171	WP_156080648.1 hypothetical protein [Alteromonas macleodii]
EZ55_40_1	WP_156085944.1 DNA ligase [Alteromonas macleodii]
EZ55_40_2	WP_075175989.1 MULTISPECIES: DNA ligase [Alteromonas]
EZ55_40_3	WP_156085943.1 tetratricopeptide repeat protein [Alteromonas macleodii]
EZ55_40_4	WP_156085942.1 ATP-binding protein [Alteromonas macleodii]
EZ55_40_5	WP_014978342.1 bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase [Alteromonas macleodii]
EZ55_40_6	WP_156085941.1 PQQ-dependent sugar dehydrogenase [Alteromonas macleodii]
EZ55_40_7	VTP52691.1 hypothetical protein EZ55_00744 [Alteromonas macleodii]
EZ55_40_8	WP_014948293.1 AMP-binding protein [Alteromonas macleodii]
EZ55_40_9	WP_156085940.1 ATP-binding protein [Alteromonas macleodii]
EZ55_40_10	WP_156085939.1 response regulator [Alteromonas macleodii]
EZ55_40_11	WP_061094226.1 tetratricopeptide repeat protein [Alteromonas macleodii]
EZ55_40_12	WP_014948290.1 MULTISPECIES: energy transducer TonB [Alteromonas]
EZ55_40_13	WP_014948289.1 MULTISPECIES: biopolymer transporter ExbD [Alteromonas]
EZ55_40_14	WP_012517279.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Alteromonas]
EZ55_40_15	WP_061094225.1 MotA/TolQ/ExbB proton channel family protein [Alteromonas macleodii]
EZ55_40_16	WP_014948287.1 MULTISPECIES: DUF3450 domain-containing protein [Alteromonas]
EZ55_40_17	WP_012517276.1 MULTISPECIES: TonB-dependent receptor [Alteromonas]
EZ55_40_18	WP_061439559.1 hypothetical protein [Alteromonas macleodii]
EZ55_40_19	VTP52667.1 hypothetical protein EZ55_00732 [Alteromonas macleodii]
EZ55_40_20	VTP52665.1 phosphate ABC transporter substrate-binding protein (PhoT family) [Alteromonas macleodii]
EZ55_40_21	WP_156085937.1 phosphate regulon sensor histidine kinase PhoR [Alteromonas macleodii]
EZ55_40_22	WP_014948281.1 MULTISPECIES: phosphate regulon transcriptional regulator PhoB [Alteromonas]
EZ55_40_23	WP_041449809.1 MULTISPECIES: HAMP domain-containing histidine kinase [Alteromonas]
EZ55_40_24	WP_014948279.1 MULTISPECIES: recombination-associated protein RdgC [Alteromonas]
EZ55_40_25	WP_014948278.1 XRE family transcriptional regulator [Alteromonas macleodii]
EZ55_40_26	WP_014975686.1 MULTISPECIES: benzoate/H(+) symporter BenE family transporter [Alteromonas]
EZ55_40_27	WP_014948276.1 MULTISPECIES: HDOD domain-containing protein [Alteromonas]
EZ55_40_28	WP_061439557.1 Zn-dependent hydrolase [Alteromonas macleodii]
EZ55_40_29	WP_014948274.1 MULTISPECIES: histidine triad nucleotide-binding protein [Alteromonas]
EZ55_40_30	WP_014948273.1 MULTISPECIES: undecaprenyl-diphosphate phosphatase [Alteromonas]
EZ55_40_31	WP_156085936.1 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [Alteromonas macleodii]
EZ55_40_32	WP_014948271.1 MULTISPECIES: dihydroneopterin aldolase [Alteromonas]
EZ55_40_33	WP_156085935.1 glycerol-3-phosphate 1-O-acyltransferase PlsY [Alteromonas macleodii]
EZ55_40_34	WP_156085934.1 ectonucleotide pyrophosphatase/phosphodiesterase [Alteromonas macleodii]
EZ55_40_35	WP_039219843.1 MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD [Alteromonas]
EZ55_40_36	WP_012517258.1 MULTISPECIES: 30S ribosomal protein S21 [Alteromonadaceae]
EZ55_40_37	WP_012517256.1 MULTISPECIES: GatB/YqeY domain-containing protein [Alteromonas]
EZ55_40_38	WP_039219851.1 MULTISPECIES: DNA primase [Alteromonas]
EZ55_40_39	WP_014948265.1 MULTISPECIES: RNA polymerase sigma factor RpoD [Alteromonas]
EZ55_41_1	WP_156085825.1 gamma-glutamyltransferase [Alteromonas macleodii]
EZ55_41_2	WP_014948006.1 MULTISPECIES: Dyp-type peroxidase [Alteromonas]
EZ55_41_3	WP_014948007.1 MULTISPECIES: adenylate/guanylate cyclase domain-containing protein [Alteromonas]
EZ55_41_4	"WP_156085826.1 glutamate-1-semialdehyde 2,1-aminomutase [Alteromonas macleodii]"
EZ55_41_5	WP_014948009.1 MULTISPECIES: aspartate carbamoyltransferase [Alteromonas]
EZ55_41_6	WP_014975467.1 MULTISPECIES: TetR/AcrR family transcriptional regulator [Alteromonas]
EZ55_41_7	WP_156085827.1 efflux RND transporter periplasmic adaptor subunit [Alteromonas macleodii]
EZ55_41_8	WP_156085828.1 efflux RND transporter permease subunit [Alteromonas macleodii]
EZ55_41_9	WP_014948013.1 DUF2982 domain-containing protein [Alteromonas macleodii]
EZ55_41_10	WP_075177773.1 MULTISPECIES: hybrid sensor histidine kinase/response regulator [Alteromonas]
EZ55_41_11	WP_156085829.1 DNA topoisomerase IV subunit A [Alteromonas macleodii]
EZ55_41_12	WP_014948016.1 MULTISPECIES: heme NO-binding domain-containing protein [Alteromonas]
EZ55_41_13	WP_156085830.1 bifunctional diguanylate cyclase/phosphodiesterase [Alteromonas macleodii]
EZ55_41_14	none
EZ55_41_15	WP_039217670.1 MULTISPECIES: DUF1338 domain-containing protein [Alteromonas]
EZ55_41_16	WP_156085831.1 succinylglutamate-semialdehyde dehydrogenase [Alteromonas macleodii]
EZ55_41_17	WP_014948020.1 MULTISPECIES: arginine N-succinyltransferase [Alteromonas]
EZ55_41_18	WP_014978113.1 MULTISPECIES: aspartate aminotransferase family protein [Alteromonas]
EZ55_41_19	WP_014975475.1 MULTISPECIES: HDOD domain-containing protein [Alteromonas]
EZ55_41_20	WP_014948023.1 MULTISPECIES: aminodeoxychorismate/anthranilate synthase component II [Alteromonas]
EZ55_41_21	WP_039225099.1 MULTISPECIES: tryptophan--tRNA ligase [Alteromonas]
EZ55_41_22	WP_014997106.1 MULTISPECIES: ribulose-phosphate 3-epimerase [Alteromonas]
EZ55_41_23	WP_156085832.1 TorF family putative porin [Alteromonas macleodii]
EZ55_41_24	WP_014997108.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_41_25	WP_156085833.1 DUF2970 domain-containing protein [Alteromonas macleodii]
EZ55_41_26	WP_156085834.1 Dam family site-specific DNA-(adenine-N6)-methyltransferase [Alteromonas macleodii]
EZ55_41_27	WP_156085835.1 cell division protein DamX [Alteromonas macleodii]
EZ55_41_28	WP_156077807.1 3-dehydroquinate synthase [Alteromonas macleodii]
EZ55_41_29	WP_014948032.1 MULTISPECIES: shikimate kinase AroK [Alteromonas]
EZ55_41_30	WP_156085836.1 type IV pilus secretin PilQ family protein [Alteromonas macleodii]
EZ55_41_31	WP_014948034.1 MULTISPECIES: pilus assembly protein PilP [Alteromonas]
EZ55_41_32	WP_014948035.1 MULTISPECIES: type 4a pilus biogenesis protein PilO [Alteromonas]
EZ55_41_33	WP_014948036.1 MULTISPECIES: PilN domain-containing protein [Alteromonas]
EZ55_41_34	WP_039225089.1 MULTISPECIES: type IV pilus assembly protein PilM [Alteromonas]
EZ55_41_35	WP_069943617.1 MULTISPECIES: PBP1A family penicillin-binding protein [Alteromonas]
EZ55_41_36	VTP52079.1 NAD-dependent malic enzyme [Alteromonas macleodii]
EZ55_41_37	PXW69901.1 hypothetical protein BZA03_11077 [Alteromonas sp. I10]
EZ55_41_38	WP_014975482.1 MULTISPECIES: glutathione-dependent disulfide-bond oxidoreductase [Alteromonas]
EZ55_41_39	WP_156085837.1 hypothetical protein [Alteromonas macleodii]
EZ55_41_40	WP_156085838.1 catalase [Alteromonas macleodii]
EZ55_41_41	WP_156085839.1 TetR family transcriptional regulator [Alteromonas macleodii]
EZ55_41_42	WP_156085840.1 NAD(P)-binding protein [Alteromonas macleodii]
EZ55_41_43	WP_156085841.1 DUF2855 family protein [Alteromonas macleodii]
EZ55_41_44	WP_156087309.1 alpha/beta hydrolase [Alteromonas macleodii]
EZ55_41_45	WP_014997126.1 EAL domain-containing protein [Alteromonas macleodii]
EZ55_41_46	WP_156085842.1 amino-acid N-acetyltransferase [Alteromonas macleodii]
EZ55_41_47	WP_156085843.1 argininosuccinate lyase [Alteromonas macleodii]
EZ55_41_48	WP_156085844.1 argininosuccinate synthase [Alteromonas macleodii]
EZ55_41_49	WP_014997130.1 MULTISPECIES: ornithine carbamoyltransferase [Alteromonas]
EZ55_41_50	WP_014997131.1 MULTISPECIES: acetylglutamate kinase [Alteromonas]
EZ55_41_51	WP_156085845.1 N-acetyl-gamma-glutamyl-phosphate reductase [Alteromonas macleodii]
EZ55_41_52	WP_014978142.1 MULTISPECIES: methylglyoxal synthase [Alteromonas]
EZ55_41_53	WP_156085846.1 hypothetical protein [Alteromonas macleodii]
EZ55_41_54	WP_014948056.1 MULTISPECIES: flagellar basal body L-ring protein FlgH [Alteromonas]
EZ55_41_55	WP_156085847.1 flagellar assembly protein T N-terminal domain-containing protein [Alteromonas macleodii]
EZ55_41_56	WP_156085848.1 Spy/CpxP family protein refolding chaperone [Alteromonas macleodii]
EZ55_41_57	VTP52121.1 winged helix family two component transcriptional regulator [Alteromonas macleodii]
EZ55_41_58	WP_156085849.1 ATP-binding protein [Alteromonas macleodii]
EZ55_41_59	WP_061439251.1 alpha/beta fold hydrolase [Alteromonas macleodii]
EZ55_41_60	WP_156085850.1 tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL [Alteromonas macleodii]
EZ55_41_61	WP_156085851.1 ATP-binding protein [Alteromonas macleodii]
EZ55_41_62	WP_156085852.1 response regulator transcription factor [Alteromonas macleodii]
EZ55_41_63	WP_156085853.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_41_64	WP_156085854.1 PepSY domain-containing protein [Alteromonas macleodii]
EZ55_41_65	WP_156085855.1 hypothetical protein [Alteromonas macleodii]
EZ55_41_66	WP_156085856.1 efflux RND transporter periplasmic adaptor subunit [Alteromonas macleodii]
EZ55_41_67	WP_156085857.1 MacB family efflux pump subunit [Alteromonas macleodii]
EZ55_41_68	WP_156085858.1 TolC family protein [Alteromonas macleodii]
EZ55_41_69	WP_156085859.1 NAD(FAD)-dependent dehydrogenase [Alteromonas macleodii]
EZ55_41_70	WP_049588317.1 NAD(P)H-dependent glycerol-3-phosphate dehydrogenase [Alteromonas macleodii]
EZ55_41_71	WP_014948068.1 MULTISPECIES: protein-export chaperone SecB [Alteromonas]
EZ55_41_72	WP_014948069.1 MULTISPECIES: glutaredoxin 3 [Alteromonas]
EZ55_41_73	WP_014948070.1 MULTISPECIES: rhodanese-like domain-containing protein [Alteromonas]
EZ55_41_74	WP_039225056.1 peptidoglycan DD-metalloendopeptidase family protein [Alteromonas macleodii]
EZ55_41_75	WP_156085860.1 divergent polysaccharide deacetylase family protein [Alteromonas macleodii]
EZ55_41_76	WP_014948073.1 MULTISPECIES: MerC domain-containing protein [Alteromonas]
EZ55_41_77	WP_156085861.1 glycerophosphodiester phosphodiesterase [Alteromonas macleodii]
EZ55_41_78	WP_014948075.1 MULTISPECIES: DMT family transporter [Alteromonas]
EZ55_41_79	WP_156085862.1 archaetidylserine decarboxylase [Alteromonas macleodii]
EZ55_41_80	WP_039225052.1 small ribosomal subunit biogenesis GTPase RsgA [Alteromonas macleodii]
EZ55_41_81	WP_014948078.1 MULTISPECIES: oligoribonuclease [Alteromonas]
EZ55_41_82	WP_156085863.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_42_1	WP_014949741.1 MULTISPECIES: ferric iron uptake transcriptional regulator [Alteromonas]
EZ55_42_2	WP_156086501.1 methyl-accepting chemotaxis protein [Alteromonas macleodii]
EZ55_42_3	WP_014949739.1 MULTISPECIES: flavodoxin FldA [Alteromonas]
EZ55_42_4	WP_012519093.1 MULTISPECIES: DUF2788 domain-containing protein [Gammaproteobacteria]
EZ55_42_5	WP_039236069.1 alpha/beta fold hydrolase [Alteromonas macleodii]
EZ55_42_6	WP_156086500.1 H-NS histone family protein [Alteromonas macleodii]
EZ55_42_7	WP_156086499.1 electron transfer flavoprotein-ubiquinone oxidoreductase [Alteromonas macleodii]
EZ55_42_8	WP_014949735.1 MULTISPECIES: electron transfer flavoprotein subunit beta/FixA family protein [Alteromonas]
EZ55_42_9	WP_075177384.1 MULTISPECIES: FAD-binding protein [Alteromonas]
EZ55_42_10	WP_014949733.1 MULTISPECIES: isoamylase early set domain-containing protein [Alteromonas]
EZ55_42_11	WP_156086498.1 efflux RND transporter periplasmic adaptor subunit [Alteromonas macleodii]
