"seq_id"	"P5_mean_fpkm"	"P6_mean_fpkm"	"logFC.P6.P5."	"p.value"	"significant"	"regulate"	"KO.x"	"Pathway"	"g"	"abslogfc"	"KO_g"	"Description"	"KO.y"	"Definition"	"gene_name"	"KO_gene"
"comp33641_c0_seq1.941.2026.plus.P31"	20.57	1.05	-4.16	1.08e-05	"yes"	"down"	"K07708"	"map02020"	"Alteromonas"	4.16	"K07708_Alteromonas"	"Signal Transduction Histidine Kinase"	"K07708"	"two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]"	"-"	"K07708 _ -"
"comp33519_c46_seq1.4396.5877.plus.P31"	76.95	7.83	-3.28	1.14e-05	"yes"	"down"	"K03092"	"map02020"	"Alteromonas"	3.28	"K03092_Alteromonas"	"Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)"	"K03092"	"RNA polymerase sigma-54 factor"	"-"	"K03092 _ -"
"comp17790_c0_seq1.661.990.plus.P52"	28.56	2.3	-3.58	1.18e-05	"yes"	"down"	"K02398"	"map02020"	"Alteromonas"	3.58	"K02398_Alteromonas"	"-"	"K02398"	"negative regulator of flagellin synthesis FlgM"	"-"	"K02398 _ -"
"comp32869_c17_seq1.1356.2834.plus.P31"	26.11	1.53	-4.01	1.28e-05	"yes"	"down"	"K01077"	"map02020"	"Alteromonas"	4.01	"K01077_Alteromonas"	"alkaline phosphatase"	"K01077"	"alkaline phosphatase [EC:3.1.3.1]"	"-"	"K01077 _ -"
"comp32413_c0_seq1.1786.3219.minus.P31"	96.06	8.34	-3.51	1.34e-05	"yes"	"down"	"K00404"	"map02020"	"Alteromonas"	3.51	"K00404_Alteromonas"	"cytochrome C oxidase, cbb3-type, subunit i"	"K00404"	"cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]"	"-"	"K00404 _ -"
"comp50129_c3_seq1.10360.12285.plus.P32"	8.76	0.55	-3.76	1.36e-05	"yes"	"down"	"K20974"	"map02020"	"Alteromonas"	3.76	"K20974_Alteromonas"	"Histidine kinase"	"K20974"	"two-component system, sensor histidine kinase [EC:2.7.13.3]"	"-"	"K20974 _ -"
"comp49745_c1_seq1.38.2377.minus.P32"	0.8	0.01	-3.01	1.52e-05	"yes"	"down"	"K19611"	"map02020"	"Alteromonas"	3.01	"K19611_Alteromonas"	"receptor"	"K19611"	"ferric enterobactin receptor"	"-"	"K19611 _ -"
"comp37625_c0_seq1.567.1463.plus.P31"	0.24	3.53	3.41	1.7e-05	"yes"	"up"	"K07165"	"map02020"	"Psychroserpens"	3.41	"K07165_Psychroserpens"	"Anti-feci sigma factor, fecr"	"K07165"	"transmembrane sensor"	"-"	"K07165 _ -"
"comp50161_c78_seq1.6916.7623.plus.P32"	107.37	8.35	-3.67	2.1e-05	"yes"	"down"	"K07773"	"map02020"	"Alteromonas"	3.67	"K07773_Alteromonas"	"regulatoR"	"K07773"	"two-component system, OmpR family, aerobic respiration control protein ArcA"	"-"	"K07773 _ -"
"comp9187_c0_seq1.1.1104.minus.P51"	16.13	1.85	-3.05	2.23e-05	"yes"	"down"	"K07165"	"map02020"	"Alteromonas"	3.05	"K07165_Alteromonas"	"Anti-feci sigma factor, fecr"	"K07165"	"transmembrane sensor"	"-"	"K07165 _ -"
"comp33339_c14_seq1.8812.9234.plus.P31"	29.84	3.47	-3.07	2.46e-05	"yes"	"down"	"K02650"	"map02020"	"Alteromonas"	3.07	"K02650_Alteromonas"	"Fimbrial protein"	"K02650"	"type IV pilus assembly protein PilA"	"-"	"K02650 _ -"
"comp33339_c1_seq1.1.1953.minus.P31"	3.01	0.11	-3.87	2.62e-05	"yes"	"down"	"K07787"	"map02020"	"Alteromonas"	3.87	"K07787_Alteromonas"	"Heavy metal efflux pump, CzcA"	"K07787"	"copper/silver efflux system protein"	"-"	"K07787 _ -"
"comp32869_c23_seq1.4685.5455.plus.P31"	14.76	1.16	-3.56	2.66e-05	"yes"	"down"	"K04771"	"map02020"	"Alteromonas"	3.56	"K04771_Alteromonas"	"Serine protease"	"K04771"	"serine protease Do [EC:3.4.21.107]"	"-"	"K04771 _ -"
"comp30344_c1_seq1.1259.1825.minus.P33"	24.8	2.26	-3.4	3.17e-05	"yes"	"down"	"K20976"	"map02020"	"Alteromonas"	3.4	"K20976_Alteromonas"	"Hpt domain"	"K20976"	"histidine phosphotransfer protein HptB"	"-"	"K20976 _ -"
"comp13261_c0_seq1.11572.12945.plus.P33"	110.74	7.11	-3.94	3.9e-05	"yes"	"down"	"K12340"	"map02020"	"Alteromonas"	3.94	"K12340_Alteromonas"	"Membrane"	"K12340"	"outer membrane protein"	"-"	"K12340 _ -"
"comp50183_c0_seq1.3202.3915.plus.P32"	8.47	0.63	-3.56	4.64e-05	"yes"	"down"	"K07662"	"map02020"	"Alteromonas"	3.56	"K07662_Alteromonas"	"regulatoR"	"K07662"	"two-component system, OmpR family, response regulator CpxR"	"-"	"K07662 _ -"
"comp7216_c0_seq1.1592.4265.minus.P52"	38.79	5.79	-2.72	6.54e-05	"yes"	"down"	"K00990"	"map02020"	"Alteromonas"	2.72	"K00990_Alteromonas"	"Modifies, by uridylylation or deuridylylation the PII (GlnB) regulatory protein (By similarity)"	"K00990"	"[protein-PII] uridylyltransferase [EC:2.7.7.59]"	"-"	"K00990 _ -"
"comp29933_c0_seq1.202.1611.plus.P51"	112.83	6.92	-4.01	8.78e-05	"yes"	"down"	"K01915"	"map02020"	"Alteromonas"	4.01	"K01915_Alteromonas"	"glutamine synthetase"	"K01915"	"glutamine synthetase [EC:6.3.1.2]"	"-"	"K01915 _ -"
"comp30703_c0_seq1.12033.12338.plus.P31"	77.64	7.63	-3.33	9.33e-05	"yes"	"down"	"K20978"	"map02020"	"Alteromonas"	3.33	"K20978_Alteromonas"	"stage II sporulation protein"	"K20978"	"HptB-dependent secretion and biofilm anti anti-sigma factor"	"-"	"K20978 _ -"
"comp14981_c0_seq1.18784.19932.plus.P31"	15.15	1.55	-3.21	1e-04	"yes"	"down"	"K01467"	"map02020"	"Alteromonas"	3.21	"K01467_Alteromonas"	"Beta-lactamase"	"K01467"	"beta-lactamase class C [EC:3.5.2.6]"	"-"	"K01467 _ -"
"comp33023_c0_seq1.44114.45838.plus.P31"	35.22	2.68	-3.66	0.000105	"yes"	"down"	"K00027"	"map02020"	"Alteromonas"	3.66	"K00027_Alteromonas"	"malic enzyme"	"K00027"	"malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]"	"-"	"K00027 _ -"
"comp14945_c0_seq1.10695.13049.plus.P31"	24.58	3.39	-2.82	0.000114	"yes"	"down"	"K07648"	"map02020"	"Alteromonas"	2.82	"K07648_Alteromonas"	"Histidine kinase"	"K07648"	"two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]"	"-"	"K07648 _ -"
"comp27741_c0_seq1.3265.4071.plus.P33"	26.21	3.57	-2.84	0.000121	"yes"	"down"	"K03408"	"map02020"	"Alteromonas"	2.84	"K03408_Alteromonas"	"CheW domain protein"	"K03408"	"purine-binding chemotaxis protein CheW"	"-"	"K03408 _ -"
"comp32836_c1_seq1.5752.6396.plus.P31"	76.76	9.97	-2.93	0.000124	"yes"	"down"	"K07689"	"map02020"	"Alteromonas"	2.93	"K07689_Alteromonas"	"Two component transcriptional regulator, LuxR family"	"K07689"	"two-component system, NarL family, invasion response regulator UvrY"	"-"	"K07689 _ -"
"comp33110_c3_seq1.28589.29896.plus.P31"	5.28	0.78	-2.61	0.000154	"yes"	"down"	"K02106"	"map02020"	"Alteromonas"	2.61	"K02106_Alteromonas"	"Short chain fatty acid transporter"	"K02106"	"short-chain fatty acids transporter"	"-"	"K02106 _ -"
"comp30656_c0_seq1.11895.12527.plus.P31"	30.96	4.25	-2.83	0.000174	"yes"	"down"	"K01991"	"map02020"	"Alteromonas"	2.83	"K01991_Alteromonas"	"polysaccharide transmembrane transporter activity"	"K01991"	"polysaccharide biosynthesis/export protein"	"-"	"K01991 _ -"
"comp24536_c2_seq1.10959.11573.plus.P32"	18.61	2.05	-3.12	0.000182	"yes"	"down"	"K07696"	"map02020"	"Alteromonas"	3.12	"K07696_Alteromonas"	"Two component transcriptional regulator, LuxR family"	"K07696"	"two-component system, NarL family, response regulator NreC"	"-"	"K07696 _ -"
"comp28416_c1_seq1.3104.3442.plus.P31"	86.06	9.88	-3.11	0.000186	"yes"	"down"	"K04751"	"map02020"	"Alteromonas"	3.11	"K04751_Alteromonas"	"Nitrogen regulatory protein pii"	"K04751"	"nitrogen regulatory protein P-II 1"	"-"	"K04751 _ -"
"comp49566_c2_seq1.31945.35073.plus.P32"	7.91	1.3	-2.52	0.000197	"yes"	"down"	"K07678"	"map02020"	"Alteromonas"	2.52	"K07678_Alteromonas"	"Histidine kinase"	"K07678"	"two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"	"-"	"K07678 _ -"
"comp33337_c4_seq1.265.1086.plus.P31"	21.72	2.84	-2.89	0.000211	"yes"	"down"	"K09697"	"map02020"	"Alteromonas"	2.89	"K09697_Alteromonas"	"(ABC) transporter"	"K09697"	"sodium transport system ATP-binding protein [EC:7.2.2.4]"	"-"	"K09697 _ -"
"comp16967_c2_seq7.5278.6576.plus.P53"	3.23	0.27	-3.15	0.00024	"yes"	"down"	"K07778"	"map02020"	"Alteromonas"	3.15	"K07778_Alteromonas"	"Histidine kinase"	"K07778"	"two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]"	"-"	"K07778 _ -"
"comp33642_c0_seq1.387.1019.plus.P31"	121.2	12.11	-3.31	0.000348	"yes"	"down"	"K00411"	"map02020"	"Alteromonas"	3.31	"K00411_Alteromonas"	"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis (By similarity)"	"K00411"	"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]"	"-"	"K00411 _ -"
"comp33642_c0_seq1.1021.2286.plus.P31"	83.98	9.17	-3.18	0.000453	"yes"	"down"	"K00412"	"map02020"	"Alteromonas"	3.18	"K00412_Alteromonas"	"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis (By similarity)"	"K00412"	"ubiquinol-cytochrome c reductase cytochrome b subunit"	"-"	"K00412 _ -"
"comp33642_c0_seq1.2292.3017.plus.P31"	57.47	5.76	-3.3	0.000476	"yes"	"down"	"K00413"	"map02020"	"Alteromonas"	3.3	"K00413_Alteromonas"	"cytochrome c1"	"K00413"	"ubiquinol-cytochrome c reductase cytochrome c1 subunit"	"-"	"K00413 _ -"
"comp19653_c0_seq1.184.1275.minus.P12"	0.9	0	-3.32	0.000498	"yes"	"down"	"K18353"	"map02020"	"Maricaulis"	3.32	"K18353_Maricaulis"	"endonuclease exonuclease phosphatase"	"K18353"	"vancomycin resistance protein VanJ"	"-"	"K18353 _ -"
"comp17081_c0_seq1.2219.2824.plus.P53"	117.83	11.31	-3.37	0.000505	"yes"	"down"	"K00405"	"map02020"	"Alteromonas"	3.37	"K00405_Alteromonas"	"cytochrome C oxidase"	"K00405"	"cytochrome c oxidase cbb3-type subunit II"	"-"	"K00405 _ -"
"comp25589_c1_seq1.903.2231.plus.P33"	1.98	0.1	-3.37	0.000538	"yes"	"down"	"K19609"	"map02020"	"Alteromonas"	3.37	"K19609_Alteromonas"	"Histidine kinase"	"K19609"	"two-component system, OmpR family, sensor histidine kinase PfeS [EC:2.7.13.3]"	"-"	"K19609 _ -"
"comp34634_c0_seq1.744.2318.minus.P31"	0.44	2.87	2.45	0.000614	"yes"	"up"	"K07636"	"map02020"	"Psychroserpens"	2.45	"K07636_Psychroserpens"	"Histidine kinase"	"K07636"	"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"	"-"	"K07636 _ -"
"comp50183_c0_seq1.3939.5276.plus.P32"	3.13	0.34	-2.88	0.000725	"yes"	"down"	"K07640"	"map02020"	"Alteromonas"	2.88	"K07640_Alteromonas"	"Histidine kinase"	"K07640"	"two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]"	"-"	"K07640 _ -"
"comp19916_c0_seq1.7252.7728.plus.P51"	9.73	0.99	-3.17	0.000735	"yes"	"down"	"K25307"	"map02020"	"Alteromonas"	3.17	"K25307_Alteromonas"	"PHOsphatase"	"K25307"	"low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48]"	"-"	"K25307 _ -"
"comp8654_c0_seq1.627.1896.minus.P61"	73.75	16.27	-2.17	0.000895	"yes"	"down"	"K07675"	"map02020"	"Alteromonas"	2.17	"K07675_Alteromonas"	"Histidine kinase"	"K07675"	"two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]"	"-"	"K07675 _ -"
"comp42426_c0_seq1.1.732.minus.P43"	0	0.98	3.43	0.000947	"yes"	"up"	"K03406"	"map02020"	"Marinobacter"	3.43	"K03406_Marinobacter"	"Methyl-accepting chemotaxis"	"K03406"	"methyl-accepting chemotaxis protein"	"-"	"K03406 _ -"
"comp26976_c0_seq1.6573.8318.plus.P33"	2.74	0.17	-3.4	0.00107	"yes"	"down"	"K07798"	"map02020"	"Alteromonas"	3.4	"K07798_Alteromonas"	"Efflux transporter rnd family, mfp subunit"	"K07798"	"membrane fusion protein, copper/silver efflux system"	"-"	"K07798 _ -"
"comp28052_c0_seq1.836.2230.minus.P12"	2.43	9.71	1.95	0.00124	"yes"	"up"	"K12340"	"map02020"	"Maricaulis"	1.95	"K12340_Maricaulis"	"Membrane"	"K12340"	"outer membrane protein"	"-"	"K12340 _ -"
"comp71975_c0_seq1.269.1492.minus.P52"	5.81	1.09	-2.31	0.00195	"no"	"down"	"K02259"	"map02020"	"Alteromonas"	2.31	"K02259_Alteromonas"	"Catalyzes the oxidation of the C8 methyl side group on heme O porphyrin ring into a formyl group (By similarity)"	"K02259"	"heme a synthase [EC:1.17.99.9]"	"-"	"K02259 _ -"
"comp45015_c0_seq1.1.446.minus.P52"	9.45	1.23	-2.84	0.0023	"no"	"down"	"K01113"	"map02020"	"Alteromonas"	2.84	"K01113_Alteromonas"	"alkaline phosphatase"	"K01113"	"alkaline phosphatase D [EC:3.1.3.1]"	"-"	"K01113 _ -"
"comp21224_c0_seq1.143.1570.plus.P21"	0.22	1.38	2.19	0.00239	"no"	"up"	"K02313"	"map02020"	"Psychroserpens"	2.19	"K02313_Psychroserpens"	"it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids (By similarity)"	"K02313"	"chromosomal replication initiator protein"	"-"	"K02313 _ -"
"comp33339_c6_seq1.248.1585.minus.P31"	6.12	0.81	-2.78	0.00253	"no"	"down"	"K10943"	"map02020"	"Alteromonas"	2.78	"K10943_Alteromonas"	"two component, sigma54 specific, transcriptional regulator, Fis family"	"K10943"	"two-component system, response regulator FlrC"	"-"	"K10943 _ -"
"comp33092_c3_seq1.22516.23835.plus.P31"	5.92	0.99	-2.47	0.00257	"no"	"down"	"K07638"	"map02020"	"Alteromonas"	2.47	"K07638_Alteromonas"	"Histidine kinase"	"K07638"	"two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]"	"envZ"	"K07638 _ envZ"
"comp88681_c0_seq1.1.728.minus.P31"	0.1	1.33	2.83	0.00265	"no"	"up"	"K07682"	"map02020"	"Maricaulis"	2.83	"K07682_Maricaulis"	"Histidine kinase"	"K07682"	"two-component system, NarL family, sensor histidine kinase DevS [EC:2.7.13.3]"	"-"	"K07682 _ -"
"comp14947_c0_seq1.9080.10381.plus.P31"	6.33	1.15	-2.36	0.00289	"no"	"down"	"K07636"	"map02020"	"Alteromonas"	2.36	"K07636_Alteromonas"	"Histidine kinase"	"K07636"	"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"	"-"	"K07636 _ -"
"comp24846_c0_seq1.717.1859.minus.P32"	2.18	0.34	-2.37	0.00376	"no"	"down"	"K10942"	"map02020"	"Alteromonas"	2.37	"K10942_Alteromonas"	"Histidine kinase"	"K10942"	"two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]"	"-"	"K10942 _ -"
"comp15986_c1_seq1.40.857.minus.P22"	2.9	10.8	1.86	0.00427	"no"	"up"	"K00413"	"map02020"	"Marinobacter"	1.86	"K00413_Marinobacter"	"cytochrome c1"	"K00413"	"ubiquinol-cytochrome c reductase cytochrome c1 subunit"	"-"	"K00413 _ -"
"comp17256_c0_seq1.826.2133.minus.P11"	0.19	3.34	3.55	0.00487	"no"	"up"	"K11690"	"map02020"	"Marinobacter"	3.55	"K11690_Marinobacter"	"trap dicarboxylate transporter dctm subunit"	"K11690"	"C4-dicarboxylate transporter, DctM subunit"	"-"	"K11690 _ -"
"comp33383_c5_seq1.1945.4458.minus.P31"	11.52	3.41	-1.73	0.00587	"no"	"down"	"K20975"	"map02020"	"Alteromonas"	1.73	"K20975_Alteromonas"	"Histidine kinase"	"K20975"	"two-component system, sensor histidine kinase [EC:2.7.13.3]"	"-"	"K20975 _ -"
"comp16404_c0_seq3.1.492.minus.P11"	0.4	2.79	2.53	0.00673	"no"	"up"	"K00404"	"map02020"	"Marinobacter"	2.53	"K00404_Marinobacter"	"cytochrome C oxidase, cbb3-type, subunit i"	"K00404"	"cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]"	"-"	"K00404 _ -"
"comp14622_c0_seq1.725.1582.plus.P13"	12.17	3.14	-1.92	0.00863	"no"	"down"	"K08928"	"map02020"	"Oceaniradius"	1.92	"K08928_Oceaniradius"	"photosynthetic reaction center L subunit"	"K08928"	"photosynthetic reaction center L subunit"	"-"	"K08928 _ -"
"comp14881_c0_seq1.51.1098.minus.P31"	1.5	0.03	-3.68	0.01	"no"	"down"	"K07795"	"map02020"	"Marinobacter"	3.68	"K07795_Marinobacter"	"extra-cytoplasmic solute receptor family protein"	"K07795"	"putative tricarboxylic transport membrane protein"	"-"	"K07795 _ -"
"comp17380_c0_seq4.1.4201.minus.P11"	0.3	0	-1.99	0.0101	"no"	"down"	"K06596"	"map02020"	"Marinobacter"	1.99	"K06596_Marinobacter"	"response regulator|CheA signal transduction histidine kinase"	"K06596"	"chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)"	"-"	"K06596 _ -"
"comp47031_c0_seq1.1.603.minus.P32"	0	0.76	3.11	0.0104	"no"	"up"	"K16692"	"map02020"	"Psychroserpens"	3.11	"K16692_Psychroserpens"	"ATP-binding protein"	"K16692"	"tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3]"	"-"	"K16692 _ -"
"comp18530_c1_seq1.488.1303.plus.P71"	0	0.6	2.81	0.0107	"no"	"up"	"K01991"	"map02020"	"Psychroserpens"	2.81	"K01991_Psychroserpens"	"polysaccharide export"	"K01991"	"polysaccharide biosynthesis/export protein"	"-"	"K01991 _ -"
"comp7609_c0_seq1.36.1445.minus.P11"	6	17.51	1.53	0.0116	"no"	"up"	"K02313"	"map02020"	"Maricaulis"	1.53	"K02313_Maricaulis"	"it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids (By similarity)"	"K02313"	"chromosomal replication initiator protein"	"-"	"K02313 _ -"
"comp47636_c0_seq1.1303.1965.plus.P32"	1.06	0.05	-2.98	0.0121	"no"	"down"	"K07705"	"map02020"	"Alteromonas"	2.98	"K07705_Alteromonas"	"Regulator"	"K07705"	"two-component system, LytTR family, response regulator LytT"	"-"	"K07705 _ -"
"comp9195_c0_seq1.168.1150.minus.P61"	0.29	1.23	1.78	0.0132	"no"	"up"	"K07675"	"map02020"	"Marinobacter"	1.78	"K07675_Marinobacter"	"Histidine kinase"	"K07675"	"two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]"	"-"	"K07675 _ -"
"comp9626_c0_seq1.1607.2200.plus.P53"	5.55	1.14	-2.19	0.0135	"no"	"down"	"K07693"	"map02020"	"Alteromonas"	2.19	"K07693_Alteromonas"	"Two component transcriptional regulator, LuxR family"	"K07693"	"two-component system, NarL family, response regulator DesR"	"-"	"K07693 _ -"
"comp17875_c0_seq1.689.2242.minus.P12"	0.74	2.78	1.78	0.0138	"no"	"up"	"K03776"	"map02020"	"Marinobacter"	1.78	"K03776_Marinobacter"	"PAS fold"	"K03776"	"aerotaxis receptor"	"-"	"K03776 _ -"
"comp269920_c0_seq1.1.323.minus.P51"	2.05	0	-4.43	0.0142	"no"	"down"	"K07793"	"map02020"	"Hwanghaeella"	4.43	"K07793_Hwanghaeella"	"membrane"	"K07793"	"putative tricarboxylic transport membrane protein"	"-"	"K07793 _ -"
"comp7740_c0_seq1.1.1485.minus.P43"	0.68	2.93	1.95	0.0161	"no"	"up"	"K14986"	"map02020"	"Marinobacter"	1.95	"K14986_Marinobacter"	"Histidine kinase"	"K14986"	"two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]"	"-"	"K14986 _ -"
"comp332683_c0_seq1.1.403.minus.P12"	1.16	0	-3.66	0.0196	"no"	"down"	"K20973"	"map02020"	"Hwanghaeella"	3.66	"K20973_Hwanghaeella"	"-"	"K20973"	"two-component system, sensor histidine kinase SagS [EC:2.7.13.3]"	"-"	"K20973 _ -"
"comp20394_c1_seq1.1.745.minus.P71"	0.1	0.91	2.36	0.0196	"no"	"up"	"K07778"	"map02020"	"Maricaulis"	2.36	"K07778_Maricaulis"	"Histidine kinase"	"K07778"	"two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]"	"-"	"K07778 _ -"
"comp14947_c0_seq1.10398.11429.plus.P31"	5.82	1.51	-1.87	0.0238	"no"	"down"	"K02040"	"map02020"	"Alteromonas"	1.87	"K02040_Alteromonas"	"phosphate abc transporter"	"K02040"	"phosphate transport system substrate-binding protein"	"-"	"K02040 _ -"
"comp27763_c0_seq2.329.955.plus.P33"	0.24	1.67	2.4	0.0263	"no"	"up"	"K14987"	"map02020"	"Marinobacter"	2.4	"K14987_Marinobacter"	"Two component transcriptional regulator, luxr family"	"K14987"	"two-component system, LuxR family, response regulator FixJ"	"-"	"K14987 _ -"
"comp18972_c0_seq2.41.2314.plus.P12"	2.04	5.53	1.39	0.0267	"no"	"up"	"K20975"	"map02020"	"Marinobacter"	1.39	"K20975_Marinobacter"	"Histidine kinase"	"K20975"	"two-component system, sensor histidine kinase [EC:2.7.13.3]"	"-"	"K20975 _ -"
"comp64063_c0_seq1.9.775.minus.P51"	3.17	1.02	-1.54	0.0273	"no"	"down"	"K00575"	"map02020"	"Hwanghaeella"	1.54	"K00575_Hwanghaeella"	"Histidine kinase"	"K00575"	"chemotaxis protein methyltransferase CheR [EC:2.1.1.80]"	"-"	"K00575 _ -"
"comp28901_c1_seq1.1.2329.minus.P33"	0.11	0.52	1.56	0.0276	"no"	"up"	"K12340"	"map02020"	"Psychroserpens"	1.56	"K12340_Psychroserpens"	"Outer membrane efflux protein"	"K12340"	"outer membrane protein"	"-"	"K12340 _ -"
"comp118317_c0_seq1.9.461.plus.P21"	0.46	2.78	2.36	0.028	"no"	"up"	"K03413"	"map02020"	"Maricaulis"	2.36	"K03413_Maricaulis"	"REC"	"K03413"	"two-component system, chemotaxis family, chemotaxis protein CheY"	"-"	"K03413 _ -"
"comp11051_c0_seq1.1002.2204.minus.P21"	1.99	5.03	1.29	0.0306	"no"	"up"	"K00626"	"map02020"	"Maricaulis"	1.29	"K00626_Maricaulis"	"acetyl-coa acetyltransferase"	"K00626"	"acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"	"-"	"K00626 _ -"
"comp49993_c2_seq1.3653.4144.plus.P32"	0.83	0	-3.22	0.0322	"no"	"down"	"K02106"	"map02020"	"Oceaniradius"	3.22	"K02106_Oceaniradius"	"Short chain fatty acid transporter"	"K02106"	"short-chain fatty acids transporter"	"-"	"K02106 _ -"
"comp62619_c0_seq1.7.1026.plus.P21"	0.55	2.13	1.79	0.034	"no"	"up"	"K01915"	"map02020"	"Psychroserpens"	1.79	"K01915_Psychroserpens"	"glutamine synthetase"	"K01915"	"glutamine synthetase [EC:6.3.1.2]"	"-"	"K01915 _ -"
"comp31913_c0_seq1.94.723.plus.P21"	0.67	2.24	1.61	0.034	"no"	"up"	"K07689"	"map02020"	"Psychroserpens"	1.61	"K07689_Psychroserpens"	"Two component transcriptional regulator, LuxR family"	"K07689"	"two-component system, NarL family, invasion response regulator UvrY"	"-"	"K07689 _ -"
"comp255415_c0_seq1.1.459.minus.P41"	0	1.15	3.65	0.0367	"no"	"up"	"K10942"	"map02020"	"Marinobacter"	3.65	"K10942_Marinobacter"	"Histidine kinase"	"K10942"	"two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]"	"-"	"K10942 _ -"
"comp147115_c0_seq1.1.447.minus.P41"	0.08	1.21	2.83	0.0368	"no"	"up"	"K07678"	"map02020"	"Marinobacter"	2.83	"K07678_Marinobacter"	"Histidine kinase"	"K07678"	"two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"	"-"	"K07678 _ -"
"comp8436_c0_seq1.367.1059.plus.P11"	3.5	8.91	1.32	0.0368	"no"	"up"	"K07657"	"map02020"	"Maricaulis"	1.32	"K07657_Maricaulis"	"regulatoR"	"K07657"	"two-component system, OmpR family, phosphate regulon response regulator PhoB"	"-"	"K07657 _ -"
"comp109668_c0_seq1.22.426.plus.P62"	0	1.45	3.95	0.037	"no"	"up"	"K07636"	"map02020"	"Marinobacter"	3.95	"K07636_Marinobacter"	"Histidine kinase"	"K07636"	"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"	"-"	"K07636 _ -"
"comp14835_c0_seq1.729.1907.minus.P31"	1.42	4.62	1.64	0.0391	"no"	"up"	"K00626"	"map02020"	"Psychroserpens"	1.64	"K00626_Psychroserpens"	"acetyl-coa acetyltransferase"	"K00626"	"acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"	"-"	"K00626 _ -"
"comp12364_c0_seq1.86.1465.minus.P13"	1.45	3.91	1.37	0.041	"no"	"up"	"K12340"	"map02020"	"Marinobacter"	1.37	"K12340_Marinobacter"	"Membrane"	"K12340"	"outer membrane protein"	"-"	"K12340 _ -"
"comp9264_c0_seq1.1.2330.minus.P61"	1.61	3.76	1.17	0.045	"no"	"up"	"K00990"	"map02020"	"Maricaulis"	1.17	"K00990_Maricaulis"	"Modifies, by uridylylation or deuridylylation the PII (GlnB) regulatory protein (By similarity)"	"K00990"	"[protein-PII] uridylyltransferase [EC:2.7.7.59]"	"-"	"K00990 _ -"
"comp7372_c0_seq1.1.1273.minus.P61"	0.07	0.58	2.05	0.0452	"no"	"up"	"K01991"	"map02020"	"Marinobacter"	2.05	"K01991_Marinobacter"	"polysaccharide transmembrane transporter activity"	"K01991"	"polysaccharide biosynthesis/export protein"	"-"	"K01991 _ -"
"comp13316_c0_seq1.3099.5816.plus.P33"	96.63	4.15	-4.51	3.42e-11	"yes"	"down"	"K01681"	"map00020"	"Alteromonas"	4.51	"K01681_Alteromonas"	"aconitate hydratase"	"K01681"	"aconitate hydratase [EC:4.2.1.3]"	"-"	"K01681 _ -"
"comp33617_c1_seq1.32.2707.minus.P31"	78.33	3.37	-4.5	3.76e-10	"yes"	"down"	"K01682"	"map00020"	"Alteromonas"	4.5	"K01682_Alteromonas"	"Aconitate hydratase 2"	"K01682"	"aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]"	"-"	"K01682 _ -"
