"seq_id"	"P5_mean_fpkm"	"P3_mean_fpkm"	"logFC.P3.P5."	"p.value"	"significant"	"regulate"	"KO.x"	"Pathway"	"g"	"KO_g"	"abslogfc"	"Description"	"KO.y"	"Definition"	"gene_name"	"KO_gene"
"comp16763_c3_seq1.1367.2719.plus.P52"	4.31	0.43	-3.06	0.00454	"no"	"down"	"K03076"	"map02024"	"Oceaniradius"	"K03076_Oceaniradius"	3.06	"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)"	"K03076"	"preprotein translocase subunit SecY"	"-"	"K03076 _ -"
"comp12483_c5_seq1.1209.2231.plus.P13"	18.98	2.9	-2.67	0.00619	"no"	"down"	"K02033"	"map02024"	"Prochlorococcus"	"K02033_Prochlorococcus"	2.67	"Binding-protein-dependent transport systems inner membrane component"	"K02033"	"peptide/nickel transport system permease protein"	"-"	"K02033 _ -"
"comp35838_c0_seq1.951.2285.minus.P61"	0.81	6.88	2.95	0.00747	"no"	"up"	"K03106"	"map02024"	"Psychroserpens"	"K03106_Psychroserpens"	2.95	"Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY"	"K03106"	"signal recognition particle subunit SRP54 [EC:3.6.5.4]"	"-"	"K03106 _ -"
"comp22946_c0_seq1.38.439.plus.P11"	0.11	4.12	4.33	0.0112	"no"	"up"	"K01999"	"map02024"	"Oceaniradius"	"K01999_Oceaniradius"	4.33	"(ABC) transporter"	"K01999"	"branched-chain amino acid transport system substrate-binding protein"	"-"	"K01999 _ -"
"comp28556_c1_seq1.368.989.minus.P33"	2.14	0.16	-3.13	0.0117	"no"	"down"	"K01998"	"map02024"	"Oceaniradius"	"K01998_Oceaniradius"	3.13	"(ABC) transporter"	"K01998"	"branched-chain amino acid transport system permease protein"	"-"	"K01998 _ -"
"comp33554_c11_seq1.196.17460.plus.P31"	12.47	80.55	2.68	0.0153	"no"	"up"	"K20276"	"map02024"	"Alteromonas"	"K20276_Alteromonas"	2.68	"outer membrane adhesin-like protein"	"K20276"	"large repetitive protein"	"-"	"K20276 _ -"
"comp87793_c0_seq1.12.761.minus.P11"	0.79	7.09	3.01	0.0174	"no"	"up"	"K01995"	"map02024"	"Oceaniradius"	"K01995_Oceaniradius"	3.01	"(ABC) transporter"	"K01995"	"branched-chain amino acid transport system ATP-binding protein"	"-"	"K01995 _ -"
"comp50187_c10_seq1.11709.12626.plus.P32"	0.19	2.27	3.03	0.0183	"no"	"up"	"K02033"	"map02024"	"Oceaniradius"	"K02033_Oceaniradius"	3.03	"Binding-protein-dependent transport systems inner membrane component"	"K02033"	"peptide/nickel transport system permease protein"	"-"	"K02033 _ -"
"comp50652_c0_seq1.42.641.plus.P11"	2.01	0.18	-2.93	0.0196	"no"	"down"	"K01658"	"map02024"	"Hwanghaeella"	"K01658_Hwanghaeella"	2.93	"anthranilate synthase"	"K01658"	"anthranilate synthase component II [EC:4.1.3.27]"	"-"	"K01658 _ -"
"comp151570_c0_seq1.1.566.minus.P63"	0.9	0	-3.32	0.0197	"no"	"down"	"K01997"	"map02024"	"Hwanghaeella"	"K01997_Hwanghaeella"	3.32	"(ABC) transporter"	"K01997"	"branched-chain amino acid transport system permease protein"	"braD"	"K01997 _ braD"
"comp181045_c0_seq1.1.444.minus.P52"	1.44	0	-3.95	0.0198	"no"	"down"	"K10914"	"map02020"	"Hwanghaeella"	"K10914_Hwanghaeella"	3.95	"transcriptional regulator, crp fnr family"	"K10914"	"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"	"-"	"K10914 _ -"
"comp181045_c0_seq1.1.444.minus.P52"	1.44	0	-3.95	0.0198	"no"	"down"	"K10914"	"map02024"	"Hwanghaeella"	"K10914_Hwanghaeella"	3.95	"transcriptional regulator, crp fnr family"	"K10914"	"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"	"-"	"K10914 _ -"
"comp65119_c0_seq1.1.567.minus.P53"	2.27	0.25	-2.77	0.0211	"no"	"down"	"K01657"	"map02024"	"Hwanghaeella"	"K01657_Hwanghaeella"	2.77	"synthase (Component I)"	"K01657"	"anthranilate synthase component I [EC:4.1.3.27]"	"-"	"K01657 _ -"
"comp16730_c0_seq2.1.2141.minus.P42"	0.9	0.04	-2.87	0.0234	"no"	"down"	"K03070"	"map02024"	"Hwanghaeella"	"K03070_Hwanghaeella"	2.87	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving"	"K03070"	"preprotein translocase subunit SecA [EC:7.4.2.8]"	"-"	"K03070 _ -"
"comp13242_c0_seq1.1.406.minus.P52"	3.48	0.19	-3.61	0.0243	"no"	"down"	"K07667"	"map02020"	"Hwanghaeella"	"K07667_Hwanghaeella"	3.61	"regulatoR"	"K07667"	"two-component system, OmpR family, KDP operon response regulator KdpE"	"-"	"K07667 _ -"
"comp13242_c0_seq1.1.406.minus.P52"	3.48	0.19	-3.61	0.0243	"no"	"down"	"K07667"	"map02024"	"Hwanghaeella"	"K07667_Hwanghaeella"	3.61	"regulatoR"	"K07667"	"two-component system, OmpR family, KDP operon response regulator KdpE"	"-"	"K07667 _ -"
"comp49770_c0_seq1.1553.2473.plus.P32"	0.38	3.02	2.7	0.0249	"no"	"up"	"K01997"	"map02024"	"Oceaniradius"	"K01997_Oceaniradius"	2.7	"(ABC) transporter"	"K01997"	"branched-chain amino acid transport system permease protein"	"livH9"	"K01997 _ livH9"
"comp11182_c0_seq1.1.544.minus.P33"	0	0.95	3.39	0.0263	"no"	"up"	"K11752"	"map02024"	"Psychroserpens"	"K11752_Psychroserpens"	3.39	"Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate (By similarity)|Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate (By similarity)"	"K11752"	"diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]"	"-"	"K11752 _ -"
"comp16515_c0_seq1.1.681.minus.P63"	1.71	0.22	-2.51	0.0286	"no"	"down"	"K20276"	"map02024"	"Hwanghaeella"	"K20276_Hwanghaeella"	2.51	NA	"K20276"	"large repetitive protein"	"-"	"K20276 _ -"
"comp13829_c0_seq1.285.551.plus.P72"	0	2.3	4.58	0.029	"no"	"up"	"K03073"	"map02024"	"Psychroserpens"	"K03073_Psychroserpens"	4.58	"Preprotein translocase SecE subunit"	"K03073"	"preprotein translocase subunit SecE"	"-"	"K03073 _ -"
"comp8491_c0_seq1.261.1496.plus.P12"	5.22	1.31	-1.91	0.0292	"no"	"down"	"K01999"	"map02024"	"Hwanghaeella"	"K01999_Hwanghaeella"	1.91	"(ABC) transporter"	"K01999"	"branched-chain amino acid transport system substrate-binding protein"	"-"	"K01999 _ -"
"comp20534_c0_seq1.1.1976.minus.P71"	0.17	1.49	2.55	0.0341	"no"	"up"	"K12257"	"map02024"	"Psychroserpens"	"K12257_Psychroserpens"	2.55	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA (By similarity)|Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA (By similarity)"	"K12257"	"SecD/SecF fusion protein"	"-"	"K12257 _ -"
"comp13344_c0_seq1.3689.5008.plus.P33"	1.43	8.94	2.56	0.0348	"no"	"up"	"K07645"	"map02020"	"Alteromonas"	"K07645_Alteromonas"	2.56	"Sensor Signal Transduction Histidine Kinase"	"K07645"	"two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]"	"-"	"K07645 _ -"
"comp13344_c0_seq1.3689.5008.plus.P33"	1.43	8.94	2.56	0.0348	"no"	"up"	"K07645"	"map02024"	"Alteromonas"	"K07645_Alteromonas"	2.56	"Sensor Signal Transduction Histidine Kinase"	"K07645"	"two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]"	"-"	"K07645 _ -"
"comp29907_c0_seq4.6247.6936.plus.P33"	0.91	6.74	2.76	0.0361	"no"	"up"	"K10914"	"map02020"	"Oceaniradius"	"K10914_Oceaniradius"	2.76	"transcriptional regulator, crp fnr family"	"K10914"	"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"	"-"	"K10914 _ -"
"comp29907_c0_seq4.6247.6936.plus.P33"	0.91	6.74	2.76	0.0361	"no"	"up"	"K10914"	"map02024"	"Oceaniradius"	"K10914_Oceaniradius"	2.76	"transcriptional regulator, crp fnr family"	"K10914"	"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"	"-"	"K10914 _ -"
"comp13176_c1_seq1.53.406.plus.P61"	1.44	0	-3.94	0.038	"no"	"down"	"K02034"	"map02024"	"Hwanghaeella"	"K02034_Hwanghaeella"	3.94	"Binding-protein-dependent transport systems inner membrane component"	"K02034"	"peptide/nickel transport system permease protein"	"-"	"K02034 _ -"
"comp223314_c0_seq1.1.317.minus.P73"	1.84	0	-4.28	0.0402	"no"	"down"	"K02032"	"map02024"	"Hwanghaeella"	"K02032_Hwanghaeella"	4.28	"(ABC) transporter"	"K02032"	"peptide/nickel transport system ATP-binding protein"	"-"	"K02032 _ -"
"comp33011_c5_seq1.65.736.plus.P31"	15.31	65.37	2.09	0.0414	"no"	"up"	"K10914"	"map02020"	"Alteromonas"	"K10914_Alteromonas"	2.09	"transcriptional regulator, crp fnr family"	"K10914"	"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"	"-"	"K10914 _ -"
"comp33011_c5_seq1.65.736.plus.P31"	15.31	65.37	2.09	0.0414	"no"	"up"	"K10914"	"map02024"	"Alteromonas"	"K10914_Alteromonas"	2.09	"transcriptional regulator, crp fnr family"	"K10914"	"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"	"-"	"K10914 _ -"
"comp50146_c4_seq1.3474.4133.plus.P32"	0.58	3.67	2.48	0.0435	"no"	"up"	"K01996"	"map02024"	"Oceaniradius"	"K01996_Oceaniradius"	2.48	"amino acid transport"	"K01996"	"branched-chain amino acid transport system ATP-binding protein"	"-"	"K01996 _ -"
"comp16674_c0_seq1.1500.2678.plus.P52"	30.58	129.97	2.08	0.0486	"no"	"up"	"K01999"	"map02024"	"Alteromonas"	"K01999_Alteromonas"	2.08	"extracellular ligand-binding receptor"	"K01999"	"branched-chain amino acid transport system substrate-binding protein"	"-"	"K01999 _ -"
"comp16749_c0_seq2.8736.10415.plus.P31"	48.84	202.65	2.05	0.0489	"no"	"up"	"K01897"	"map02024"	"Alteromonas"	"K01897_Alteromonas"	2.05	"Amp-dependent synthetase and ligase"	"K01897"	"long-chain acyl-CoA synthetase [EC:6.2.1.3]"	"-"	"K01897 _ -"
"comp67475_c0_seq1.7.1113.minus.P21"	5.74	1.5	-1.87	0.0492	"no"	"down"	"K02055"	"map02024"	"Hwanghaeella"	"K02055_Hwanghaeella"	1.87	"polyamine binding"	"K02055"	"putative spermidine/putrescine transport system substrate-binding protein"	"-"	"K02055 _ -"
"comp34634_c0_seq1.744.2318.minus.P31"	0.44	55.41	6.68	4.23e-08	"yes"	"up"	"K07636"	"map02020"	"Psychroserpens"	"K07636_Psychroserpens"	6.68	"Histidine kinase"	"K07636"	"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"	"-"	"K07636 _ -"
"comp31913_c0_seq1.94.723.plus.P21"	0.67	48.28	5.98	3.21e-07	"yes"	"up"	"K07689"	"map02020"	"Psychroserpens"	"K07689_Psychroserpens"	5.98	"Two component transcriptional regulator, LuxR family"	"K07689"	"two-component system, NarL family, invasion response regulator UvrY"	"-"	"K07689 _ -"
"comp37866_c0_seq1.404.1809.minus.P33"	0	3.27	5.07	4.13e-07	"yes"	"up"	"K02106"	"map02020"	"Psychroserpens"	"K02106_Psychroserpens"	5.07	"Short chain fatty acid transporter"	"K02106"	"short-chain fatty acids transporter"	"-"	"K02106 _ -"
"comp17532_c9_seq1.999.1337.plus.P11"	1688.9	59.41	-4.83	1.5e-06	"yes"	"down"	"K04751"	"map02020"	"Prochlorococcus"	"K04751_Prochlorococcus"	4.83	"Nitrogen regulatory protein pii"	"K04751"	"nitrogen regulatory protein P-II 1"	"glnB"	"K04751 _ glnB"
"comp37625_c0_seq1.567.1463.plus.P31"	0.24	20.14	5.89	5.3e-06	"yes"	"up"	"K07165"	"map02020"	"Psychroserpens"	"K07165_Psychroserpens"	5.89	"Anti-feci sigma factor, fecr"	"K07165"	"transmembrane sensor"	"-"	"K07165 _ -"
"comp16345_c0_seq1.237.1484.plus.P11"	216.37	10.78	-4.31	9.42e-06	"yes"	"down"	"K01991"	"map02020"	"Prochlorococcus"	"K01991_Prochlorococcus"	4.31	"polysaccharide transmembrane transporter activity"	"K01991"	"polysaccharide biosynthesis/export protein"	"wza"	"K01991 _ wza"
"comp21585_c0_seq1.6810.7781.plus.P51"	498.26	24.22	-4.36	9.53e-06	"yes"	"down"	"K02040"	"map02020"	"Prochlorococcus"	"K02040_Prochlorococcus"	4.36	"phosphate abc transporter"	"K02040"	"phosphate transport system substrate-binding protein"	"-"	"K02040 _ -"
"comp14169_c0_seq1.5629.7050.plus.P11"	1055.71	56.28	-4.23	1.24e-05	"yes"	"down"	"K01915"	"map02020"	"Prochlorococcus"	"K01915_Prochlorococcus"	4.23	"glutamine synthetase"	"K01915"	"glutamine synthetase [EC:6.3.1.2]"	"glnA"	"K01915 _ glnA"
"comp16168_c0_seq2.96.1307.minus.P11"	79.04	4.42	-4.13	2.18e-05	"yes"	"down"	"K02472"	"map02020"	"Prochlorococcus"	"K02472_Prochlorococcus"	4.13	"Dehydrogenase"	"K02472"	"UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]"	"wecC"	"K02472 _ wecC"
"comp14295_c37_seq1.4910.5836.plus.P13"	1305.5	74.06	-4.14	2.37e-05	"yes"	"down"	"K02259"	"map02020"	"Prochlorococcus"	"K02259_Prochlorococcus"	4.14	"Catalyzes the oxidation of the C8 methyl side group on heme O porphyrin ring into a formyl group (By similarity)"	"K02259"	"heme a synthase [EC:1.17.99.9]"	"ctaA"	"K02259 _ ctaA"
"comp18530_c1_seq1.488.1303.plus.P71"	0	3.08	4.99	2.41e-05	"yes"	"up"	"K01991"	"map02020"	"Psychroserpens"	"K01991_Psychroserpens"	4.99	"polysaccharide export"	"K01991"	"polysaccharide biosynthesis/export protein"	"-"	"K01991 _ -"
"comp17141_c5_seq1.16946.17692.plus.P11"	872.98	54.15	-4.01	3.71e-05	"yes"	"down"	"K11329"	"map02020"	"Prochlorococcus"	"K11329_Prochlorococcus"	4.01	"regulatoR"	"K11329"	"two-component system, OmpR family, response regulator RpaB"	"-"	"K11329 _ -"
"comp28901_c1_seq1.1.2329.minus.P33"	0.11	4.08	4.32	6.59e-05	"yes"	"up"	"K12340"	"map02020"	"Psychroserpens"	"K12340_Psychroserpens"	4.32	"Outer membrane efflux protein"	"K12340"	"outer membrane protein"	"-"	"K12340 _ -"
"comp75195_c0_seq1.1.1277.minus.P32"	0	1.73	4.19	7.05e-05	"yes"	"up"	"K15862"	"map02020"	"Psychroserpens"	"K15862_Psychroserpens"	4.19	"cytochrome C oxidase, cbb3-type, subunit i|cytochrome C oxidase"	"K15862"	"cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9]"	"-"	"K15862 _ -"
"comp17951_c34_seq1.790.1614.minus.P43"	155.08	11.6	-3.73	8.8e-05	"yes"	"down"	"K11601"	"map02020"	"Prochlorococcus"	"K11601_Prochlorococcus"	3.73	"periplasmic solute binding protein"	"K11601"	"manganese transport system substrate-binding protein"	"-"	"K11601 _ -"
"comp22710_c10_seq1.165.1565.plus.P21"	284.83	22.26	-3.67	9.11e-05	"yes"	"down"	"K02313"	"map02020"	"Prochlorococcus"	"K02313_Prochlorococcus"	3.67	"it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids (By similarity)"	"K02313"	"chromosomal replication initiator protein"	"dnaA"	"K02313 _ dnaA"
"comp17141_c5_seq1.10041.10838.plus.P11"	2781.23	215.75	-3.69	0.00011	"yes"	"down"	"K10697"	"map02020"	"Prochlorococcus"	"K10697_Prochlorococcus"	3.69	"regulatoR"	"K10697"	"two-component system, OmpR family, response regulator RpaA"	"rpaA"	"K10697 _ rpaA"
"comp16966_c3_seq1.895.1368.plus.P11"	285.31	19.99	-3.83	0.000126	"yes"	"down"	"K25307"	"map02020"	"Prochlorococcus"	"K25307_Prochlorococcus"	3.83	"PHOsphatase"	"K25307"	"low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48]"	"wzb"	"K25307 _ wzb"
"comp20228_c0_seq1.7347.8102.plus.P12"	151.39	13.81	-3.44	0.000221	"yes"	"down"	"K08641"	"map02020"	"Prochlorococcus"	"K08641_Prochlorococcus"	3.44	"zinc D-Ala-D-Ala carboxypeptidase activity"	"K08641"	"zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]"	"ddpX"	"K08641 _ ddpX"
"comp14721_c0_seq1.830.1567.plus.P21"	106.84	9.82	-3.43	0.000266	"yes"	"down"	"K07657"	"map02020"	"Prochlorococcus"	"K07657_Prochlorococcus"	3.43	"regulatoR"	"K07657"	"two-component system, OmpR family, phosphate regulon response regulator PhoB"	"phoB"	"K07657 _ phoB"
"comp29377_c1_seq1.1.901.minus.P33"	0.12	4.23	4.28	0.000274	"yes"	"up"	"K16692"	"map02020"	"Psychroserpens"	"K16692_Psychroserpens"	4.28	"ATP-binding protein"	"K16692"	"tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3]"	"-"	"K16692 _ -"
"comp9005_c0_seq1.5306.6463.plus.P51"	135.85	13.71	-3.3	0.00032	"yes"	"down"	"K08479"	"map02020"	"Prochlorococcus"	"K08479_Prochlorococcus"	3.3	"Histidine kinase"	"K08479"	"two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]"	"-"	"K08479 _ -"
"comp20228_c0_seq1.14024.14734.plus.P12"	54.18	5.19	-3.36	0.000326	"yes"	"down"	"K07260"	"map02020"	"Prochlorococcus"	"K07260_Prochlorococcus"	3.36	"-"	"K07260"	"zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]"	"-"	"K07260 _ -"
"comp27861_c0_seq1.1300.2637.plus.P33"	0.05	2.13	3.9	0.000378	"yes"	"up"	"K00626"	"map02020"	"Marinobacter"	"K00626_Marinobacter"	3.9	"acetyl-coa acetyltransferase"	"K00626"	"acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"	"-"	"K00626 _ -"
"comp21224_c0_seq1.143.1570.plus.P21"	0.22	4.08	3.68	0.000479	"yes"	"up"	"K02313"	"map02020"	"Psychroserpens"	"K02313_Psychroserpens"	3.68	"it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids (By similarity)"	"K02313"	"chromosomal replication initiator protein"	"-"	"K02313 _ -"
"comp14835_c0_seq1.729.1907.minus.P31"	1.42	18.89	3.65	0.000764	"yes"	"up"	"K00626"	"map02020"	"Psychroserpens"	"K00626_Psychroserpens"	3.65	"acetyl-coa acetyltransferase"	"K00626"	"acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"	"-"	"K00626 _ -"
"comp14219_c0_seq1.43.726.plus.P71"	0.17	4.17	3.99	0.000864	"yes"	"up"	"K07658"	"map02020"	"Psychroserpens"	"K07658_Psychroserpens"	3.99	"regulatoR"	"K07658"	"two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP"	"-"	"K07658 _ -"
"comp14721_c0_seq1.1577.2710.plus.P21"	25.05	2.78	-3.13	0.000979	"yes"	"down"	"K07636"	"map02020"	"Prochlorococcus"	"K07636_Prochlorococcus"	3.13	"Histidine kinase"	"K07636"	"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"	"phoR"	"K07636 _ phoR"
"comp29801_c0_seq1.15151.15942.plus.P33"	35.51	4.03	-3.11	0.001	"yes"	"down"	"K11602"	"map02020"	"Prochlorococcus"	"K11602_Prochlorococcus"	3.11	"ABC transporter"	"K11602"	"manganese transport system permease protein"	"-"	"K11602 _ -"
"comp17591_c61_seq1.1021.1818.plus.P11"	145.85	16.56	-3.13	0.00112	"yes"	"down"	"K11603"	"map02020"	"Prochlorococcus"	"K11603_Prochlorococcus"	3.13	"(ABC) transporter"	"K11603"	"manganese transport system ATP-binding protein [EC:7.2.2.5]"	"-"	"K11603 _ -"
"comp5990_c1_seq1.23.1135.plus.P13"	62.38	7.78	-2.99	0.00117	"yes"	"down"	"K01791"	"map02020"	"Prochlorococcus"	"K01791_Prochlorococcus"	2.99	"UDP-N-acetylglucosamine 2-epimerase"	"K01791"	"UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]"	"wecB"	"K01791 _ wecB"
"comp12724_c0_seq1.3669.5434.minus.P33"	0.27	3.78	3.4	0.00117	"yes"	"up"	"K03406"	"map02020"	"Alteromonas"	"K03406_Alteromonas"	3.4	"Methyl-accepting chemotaxis"	"K03406"	"methyl-accepting chemotaxis protein"	"-"	"K03406 _ -"
"comp17117_c1_seq1.17774.19843.plus.P11"	245.6	33.73	-2.86	0.00134	"no"	"down"	"K07769"	"map02020"	"Prochlorococcus"	"K07769_Prochlorococcus"	2.86	"Histidine kinase"	"K07769"	"two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]"	"nblS"	"K07769 _ nblS"
"comp43250_c1_seq1.183.938.minus.P32"	0.05	2.18	3.95	0.002	"no"	"up"	"K07705"	"map02020"	"Psychroserpens"	"K07705_Psychroserpens"	3.95	"Regulator"	"K07705"	"two-component system, LytTR family, response regulator LytT"	"-"	"K07705 _ -"
"comp138836_c0_seq1.1.488.minus.P21"	0.4	13.94	4.81	0.00217	"no"	"up"	"K02259"	"map02020"	"Psychroserpens"	"K02259_Psychroserpens"	4.81	"Catalyzes the oxidation of the C8 methyl side group on heme O porphyrin ring into a formyl group (By similarity)"	"K02259"	"heme a synthase [EC:1.17.99.9]"	"-"	"K02259 _ -"
"comp19653_c0_seq1.184.1275.minus.P12"	0.9	0	-3.32	0.00247	"no"	"down"	"K18353"	"map02020"	"Maricaulis"	"K18353_Maricaulis"	3.32	"endonuclease exonuclease phosphatase"	"K18353"	"vancomycin resistance protein VanJ"	"-"	"K18353 _ -"
"comp53194_c0_seq1.1.473.minus.P11"	1.99	0	-4.39	0.00263	"no"	"down"	"K01644"	"map02020"	"Hwanghaeella"	"K01644_Hwanghaeella"	4.39	"citrate lyase"	"K01644"	"citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]"	"-"	"K01644 _ -"
"comp47081_c0_seq1.1.843.minus.P32"	0	1.14	3.63	0.00286	"no"	"up"	"K00406"	"map02020"	"Psychroserpens"	"K00406_Psychroserpens"	3.63	"cytochrome c"	"K00406"	"cytochrome c oxidase cbb3-type subunit III"	"-"	"K00406 _ -"
"comp50174_c0_seq1.219.902.minus.P32"	0.43	6.52	3.65	0.00333	"no"	"up"	"K08641"	"map02020"	"Psychroserpens"	"K08641_Psychroserpens"	3.65	"zinc D-Ala-D-Ala carboxypeptidase activity"	"K08641"	"zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]"	"-"	"K08641 _ -"
"comp48825_c0_seq1.98.1249.plus.P32"	0.2	3.62	3.63	0.0037	"no"	"up"	"K01791"	"map02020"	"Psychroserpens"	"K01791_Psychroserpens"	3.63	"UDP-N-acetylglucosamine 2-epimerase"	"K01791"	"UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]"	"-"	"K01791 _ -"
"comp49536_c3_seq1.1.1138.minus.P32"	0.09	1.92	3.42	0.00424	"no"	"up"	"K13532"	"map02020"	"Psychroserpens"	"K13532_Psychroserpens"	3.42	"Histidine kinase"	"K13532"	"two-component system, sporulation sensor kinase D [EC:2.7.13.3]"	"-"	"K13532 _ -"
"comp17073_c0_seq1.1.378.minus.P11"	0	3.21	5.05	0.00426	"no"	"up"	"K11690"	"map02020"	"Marinobacter"	"K11690_Marinobacter"	5.05	"-"	"K11690"	"C4-dicarboxylate transporter, DctM subunit"	"-"	"K11690 _ -"
"comp26259_c0_seq1.1.924.minus.P33"	0.08	1.72	3.37	0.00491	"no"	"up"	"K01915"	"map02020"	"Psychroserpens"	"K01915_Psychroserpens"	3.37	"glutamine synthetase"	"K01915"	"glutamine synthetase [EC:6.3.1.2]"	"-"	"K01915 _ -"
"comp50285_c0_seq1.1606.3153.plus.P32"	0.74	6.72	3.02	0.0058	"no"	"up"	"K03408"	"map02020"	"Alteromonas"	"K03408_Alteromonas"	3.02	"chew protein"	"K03408"	"purine-binding chemotaxis protein CheW"	"-"	"K03408 _ -"
"comp88681_c0_seq1.1.728.minus.P31"	0.1	1.71	3.17	0.00731	"no"	"up"	"K07682"	"map02020"	"Maricaulis"	"K07682_Maricaulis"	3.17	"Histidine kinase"	"K07682"	"two-component system, NarL family, sensor histidine kinase DevS [EC:2.7.13.3]"	"-"	"K07682 _ -"
"comp42426_c0_seq1.1.732.minus.P43"	0	0.88	3.29	0.00781	"no"	"up"	"K03406"	"map02020"	"Marinobacter"	"K03406_Marinobacter"	3.29	"Methyl-accepting chemotaxis"	"K03406"	"methyl-accepting chemotaxis protein"	"-"	"K03406 _ -"
"comp30703_c0_seq1.12033.12338.plus.P31"	77.64	425.18	2.45	0.00838	"no"	"up"	"K20978"	"map02020"	"Alteromonas"	"K20978_Alteromonas"	2.45	"stage II sporulation protein"	"K20978"	"HptB-dependent secretion and biofilm anti anti-sigma factor"	"-"	"K20978 _ -"
"comp30365_c1_seq1.1.5089.minus.P33"	0.02	0.63	2.62	0.00991	"no"	"up"	"K06596"	"map02020"	"Marinobacter"	"K06596_Marinobacter"	2.62	"response regulator|CheA signal transduction histidine kinase"	"K06596"	"chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)"	"-"	"K06596 _ -"
"comp72229_c0_seq1.196.777.minus.P12"	4.2	0.68	-2.46	0.013	"no"	"down"	"K15012"	"map02020"	"Hwanghaeella"	"K15012_Hwanghaeella"	2.46	"response regulator"	"K15012"	"two-component system, response regulator RegA"	"-"	"K15012 _ -"
"comp19143_c1_seq1.1.521.minus.P51"	7.01	1.19	-2.46	0.0133	"no"	"down"	"K07794"	"map02020"	"Oceaniradius"	"K07794_Oceaniradius"	2.46	"Tricarboxylic transport TctB"	"K07794"	"putative tricarboxylic transport membrane protein"	"-"	"K07794 _ -"
"comp17617_c2_seq1.355.1038.plus.P12"	0.22	5.16	4.04	0.0138	"no"	"up"	"K07774"	"map02020"	"Oceaniradius"	"K07774_Oceaniradius"	4.04	"-"	"K07774"	"two-component system, OmpR family, response regulator TctD"	"tctD"	"K07774 _ tctD"
