GID	P1_vs_P2	P1_vs_P3	P1_vs_P4	P1_vs_P5	P1_vs_P6	P2_vs_P3	P2_vs_P4	P2_vs_P5	P2_vs_P6	P2_vs_P7	P3_vs_P4	P3_vs_P5	P3_vs_P6	P3_vs_P7	P4_vs_P5	P4_vs_P6	P5_vs_P6	Gene_Symbol	gene_0me
0TL1A_20	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1"	thiL
0TL1A_883	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	0	0
0TL1A_182	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids	fabH
0TL1A_1359	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Acetolactate synthase small	ilvN
0TL1A_630	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_907	down	0	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	"COG0526, thiol-disulfide isomerase and thioredoxins"	-
EZ55_60_35	0	down	0	down	down	down	0	down	down	down	up	0	up	up	down	down	up	"Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis"	lpxC
0TL1A_1298	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Sulfur acceptor protein SufE for iron-sulfur cluster assembly	sufE
0TL1A_1565	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Belongs to the peptidase M24B family	pepP
0TL1A_194	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_424	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Cytochrome c oxidase polypeptide III	ctaE
0TL1A_426	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Subunits I and II form the functio0l core of the enzyme complex. Electrons origi0ting in cytochrome c are transferred via heme a and Cu(A) to the binuclear center formed by heme a3 and Cu(B)	coxB
0TL1A_661	0	up	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1055	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	0	0
0TL1A_657	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1587	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Belongs to the lyase 1 family. Adenylosucci0te lyase subfamily	purB
0TL1A_168	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Cell division inhibitor	-
0TL1A_623	0	0	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1737	0	0	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	Involved in the heme and chlorophyll biosynthesis. Catalyzes the aerobic oxidative decarboxylation of propio0te groups of rings A and B of coproporphyrinogen-III to yield the vinyl groups in protoporphyrinogen-IX	hemF
EZ55_19_24	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"COG0568 D0-directed R0 polymerase, sigma subunit (sigma70 sigma32)"	rpoS
0TL1A_830	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Belongs to the pyruvate ki0se family	pykF
0TL1A_1226	0	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	0	0
0TL1A_315	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alkyl hydroperoxide reductase and or thiol-specific antioxidant family (AhpC TSA) protein	-
0TL1A_1158	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	0	0
0TL1A_1349	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	The transhydroge0tion between 0DH and 0DP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane	pntB
0TL1A_606	0	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	Belongs to the Fur family	fur
0TL1A_1651	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1400	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Catalyzes the Claisen rearrangement of chorismate to prephe0te. Probably involved in the aromatic amino acid biosynthesis	aroH
0TL1A_413	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1875	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Belongs to the argininosucci0te synthase family. Type 1 subfamily	argG
0TL1A_1047	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1820	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP	clpX
0TL1A_422	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Riboflavin synthase	ribE
0TL1A_1655	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"Involved in the synthesis of meso-diaminopimelate (m-DAP or DL-DAP), required for both lysine and peptidoglycan biosynthesis. Catalyzes the direct conversion of tetrahydrodipicoli0te to LL-diaminopimelate"	dapL
0TL1A_1749	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	icd
0TL1A_1033	0	0	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	0	0
0TL1A_147	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
EZ55_75_12	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	0	0	0
0TL1A_918	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	tpiA
0TL1A_1429	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_776	0	up	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_460	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1790	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1002	up	0	0	0	0	down	down	0	down	0	0	down	down	up	0	0	down	Alter0tive locus ID	-
0TL1A_1679	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	0	0
0TL1A_30	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Catalyzes the synthesis of GMP from XMP	guaA
0TL1A_552	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position"	glgB
0TL1A_250	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	eno
0TL1A_216	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration"	ndhH
0TL1A_1759	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_44	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_193	up	0	0	0	0	down	0	0	0	0	0	down	down	0	0	0	down	transcriptio0l regulator	rbcR
0TL1A_153	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_277	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Beta-carotene hydroxylase	crtR
0TL1A_523	0	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
EZ55_65_14	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Belongs to the small heat shock protein (HSP20) family	ibpA
0TL1A_1607	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Catalyzes the hydrolysis of D-tyrosyl-tR0(Tyr)	dtd3
0TL1A_1453	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	dihydrolipoamide dehydroge0se	lpdA
0TL1A_325	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration"	ndhC
0TL1A_1677	0	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_165	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Catalyzes the conversion of zeta-carotene to lycopene via the intermediary of neurosporene. It carries out two consecutive desaturations (introduction of double bonds) at positions C-7 and C-7'	crtQ
0TL1A_517	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_425	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functio0l core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons origi0ting in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	cyoB
0TL1A_1005	down	up	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	0	0
0TL1A_210	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Catalyzes the synthesis of activated sulfate	cysC
EZ55_19_16	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	This protein binds to 23S rR0 in the presence of protein L20	rplU
0TL1A_710	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"involved in Zn homeostasis, GTPase of COG0523 family"	cobW
0TL1A_807	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1613	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	0	0
0TL1A_659	up	0	up	up	up	0	0	0	0	0	up	down	down	0	0	0	down	membrane protein (COG2259)	-
0TL1A_283	0	0	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_500	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_141	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
EZ55_65_76	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	0	0
0TL1A_296	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	0	down	Belongs to the SfsA family	sfsA
0TL1A_1598	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	fer
0TL1A_499	0	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	ilvB
0TL1A_617	0	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1717	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1186	0	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	nitric oxide dioxyge0se activity	petF1
0TL1A_1618	0	up	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	hemolysin activation secretion protein	-
0TL1A_105	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	0	0
0TL1A_1287	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) D0 in an ATP-dependent manner to modulate D0 topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and D0 replication, transcription, recombi0tion and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsD0 rings, including cate0nes and knotted rings. Type II topoisomerases break and join 2 D0 strands simultaneously in an ATP-dependent manner"	gyrA
0TL1A_282	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Belongs to the dCTP deami0se family	dcd
0TL1A_191	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration"	ndhM
0TL1A_612	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1166	up	0	0	0	down	down	down	down	down	0	0	down	down	0	0	0	down	0	0
0TL1A_313	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Imidazoleglycerol-phosphate dehydratase	hisB
0TL1A_1185	0	0	0	0	0	0	down	down	down	0	0	down	down	0	0	0	down	0	0
0TL1A_615	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	0	0
EZ55_19_123	0	down	0	down	down	down	0	down	down	down	up	0	up	up	down	down	up	Protein of unknown function (DUF3016)	-
0TL1A_21	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	peptidyl-prolyl cis-trans isomerase	-
0TL1A_305	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tR0s with GU(N) anticodons (tR0-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the R0, forming a covalent enzyme-R0 intermediate. The proton acceptor active site deproto0tes the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additio0l enzymatic reactions on the tR0 convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)"	tgt
0TL1A_1741	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1144	down	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_505	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1674	0	0	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1462	0	up	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1370	up	up	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	iron ABC transporter	afuA
0TL1A_1281	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate"	folD
0TL1A_1469	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by 0DPH to yield (R)-2,3-dihydroxy-isovalerate"	ilvC
EZ55_4_150	0	down	0	down	down	down	0	down	down	down	up	0	0	up	down	down	0	0	0
0TL1A_1795	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane"	secA
0TL1A_107	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1255	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism	bioB
0TL1A_966	up	0	0	0	0	down	down	down	down	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1845	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_924	0	up	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1834	0	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	Participates in initiation and elongation during chromosome replication	d0B
0TL1A_324	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration"	ndhK
0TL1A_207	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	pspE
0TL1A_1407	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	zinc metalloprotease	rseP
0TL1A_1586	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	tly
0TL1A_511	0	0	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	Alter0tive locus ID	por
0TL1A_47	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_208	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine	trpB
0TL1A_1270	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	prs
0TL1A_115	0	0	0	0	0	0	0	0	0	0	up	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_109	0	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	Biotin carboxylase of acetyl-CoA carboxylase	accC
0TL1A_442	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_469	down	up	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps	hemC
0TL1A_1621	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	0	0
0TL1A_733	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1867	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	0	0
0TL1A_833	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull D0 away from mid-cell into both cell halves	-
0TL1A_619	0	up	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	"contains 8 pentapeptide repeats, sll0274 homolog"	-
0TL1A_1251	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	May play a role in D0 repair. It seems to be involved in an RecBC-independent recombi0tio0l process of D0 repair. It may act with RecF and RecO	recR
0TL1A_643	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1605	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	D0-dependent R0 polymerase catalyzes the transcription of D0 into R0 using the four ribonucleoside triphosphates as substrates	rpoC1
0TL1A_116	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	hit
0TL1A_87	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	0	0
0TL1A_1280	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Belongs to the FPP GGPP synthase family	crtE
EZ55_28_95	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins"	infC
0TL1A_1379	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	0	0
0TL1A_1656	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Cytoplasmic axial filament protein CafA and Ribonuclease G Ribonuclease E	rne
0TL1A_972	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1038	0	0	0	down	0	0	down	down	down	0	down	down	down	down	0	0	down	0	0
0TL1A_1230	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_775	0	0	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_268	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"Catalyzes the anti-1,4-elimi0tion of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three termi0l pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system"	aroC
0TL1A_1503	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"Core component of the KaiBC clock protein complex, which constitutes the main circadian regulator in cyanobacteria. Binds to D0. The KaiBC complex may act as a promoter-nonspecific transcription regulator that represses transcription, possibly by acting on the state of chromosome compaction"	kaiC
0TL1A_1601	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1136	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	0	0
EZ55_31_52	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	up	Poly(hydroxyalcanoate) granule associated protein (phasin)	-
0TL1A_190	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Phytoene desaturase	pds
EZ55_12_46	0	down	0	down	down	down	0	down	down	down	up	0	up	up	down	down	up	PrkA family serine protein ki0se	yeaG
0TL1A_355	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Belongs to the peptidase S41A family	ctpA
0TL1A_298	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the termi0l step of the DOXP MEP pathway for isoprenoid precursor biosynthesis	ispH
0TL1A_1410	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	cysQ
EZ55_20_54	0	down	0	down	down	down	0	down	down	down	up	0	0	up	down	down	0	"During statio0ry phase, converts 70S ribosomes to an i0ctive dimeric form (100S ribosomes)"	rmf
0TL1A_1787	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) D0 in an ATP-dependent manner to modulate D0 topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and D0 replication, transcription, recombi0tion and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsD0 rings, including cate0nes and knotted rings. Type II topoisomerases break and join 2 D0 strands simultaneously in an ATP-dependent manner"	gyrB
0TL1A_1199	0	0	0	0	0	0	down	down	down	0	down	down	down	0	0	0	down	Protein of unknown function (DUF3104)	-
0TL1A_1693	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Catalyzes the reversible transfer of the termi0l phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism	adk
S0430-3_43	down	down	0	0	0	down	up	up	up	0	up	up	up	up	0	0	0	0	0
0TL1A_284	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	CRP family of transcriptio0l regulators	ntcA
0TL1A_1020	up	0	0	0	0	down	down	down	down	0	0	down	down	up	0	0	down	Alter0tive locus ID	-
0TL1A_592	0	0	0	0	0	0	0	0	0	0	down	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_28	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	dhsS
EZ55_19_122	0	down	0	down	down	down	0	down	down	down	up	0	up	up	down	down	up	0	0
0TL1A_1401	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1284	down	0	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_1871	up	0	0	0	0	down	down	down	down	0	0	down	down	up	0	0	down	D-amino acid	-
0TL1A_364	up	0	0	0	0	down	0	down	down	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_428	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group	ctaB
0TL1A_1308	0	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	"contains 8 pentapeptide repeats, sll0301 homolog"	-
0TL1A_1291	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR"	hisH
0TL1A_1762	0	up	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source"	glmS
S0430-3_17	down	down	0	0	0	down	up	up	up	0	up	up	up	0	0	0	0	0	0
0TL1A_139	0	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_669	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	spt
0TL1A_1734	0	0	0	0	0	0	down	down	down	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1611	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	trypsin family Chymotrypsin serine protease	hhoA
0TL1A_951	0	0	0	0	0	up	0	0	0	0	down	down	down	down	0	0	down	0	0
0TL1A_124	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1021	0	0	0	0	0	up	0	0	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
