GID	P1_vs_P2	P1_vs_P3	P1_vs_P4	P1_vs_P5	P1_vs_P6	P2_vs_P3	P2_vs_P4	P2_vs_P5	P2_vs_P6	P2_vs_P7	P3_vs_P4	P3_vs_P5	P3_vs_P6	P3_vs_P7	P4_vs_P5	P4_vs_P6	P5_vs_P6	Gene_Symbol	gene_name
NATL1A_406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the 2'-O methylation of guanosine at position 18 in tRNA	trmH
NATL1A_1248	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	"DEAD-box RNA helicase involved in various cellular processes at low temperature, including ribosome biogenesis, mRNA degradation and translation initiation"	deaD
NATL1A_945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	NA	NA	NA
NATL1A_1256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	uppS
NATL1A_716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA	accD
NATL1A_495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the reversible phosphorylation of UMP to UDP	pyrH
NATL1A_494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another	frr
NATL1A_167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Tpr repeat-containing protein	-
NATL1A_579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain"	glmU
NATL1A_1272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	tdcF
NATL1A_1003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1479	NA	up	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	NA	Alternative locus ID	-
NATL1A_1101	up	NA	up	up	NA	down	down	down	down	NA	up	NA	down	up	NA	NA	down	NA	NA
NATL1A_445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	"Essential for recycling GMP and indirectly, cGMP"	gmk
NATL1A_633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	tesA
NATL1A_915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate	dapB
NATL1A_447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction"	tsaD
NATL1A_71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Domain of unknown function (DUF4214)	-
NATL1A_1554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Protein of unknown function (DUF2811)	-
NATL1A_1198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_621	up	NA	up	up	up	down	NA	NA	NA	NA	up	down	down	up	NA	NA	down	NA	NA
NATL1A_1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Phosphoribosylformylglycinamidine cyclo-ligase	purM
NATL1A_1279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec)"	serS
NATL1A_541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Protein of unknown function (DUF1651)	-
NATL1A_954	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	down	down	up	NA	NA	down	Alternative locus ID	-
NATL1A_1685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	prfA
NATL1A_956	up	down	NA	NA	NA	down	down	down	down	NA	up	down	down	up	NA	NA	down	Alternative locus ID	-
NATL1A_582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	aroA
NATL1A_1588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate	fumC
NATL1A_1310	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone	zwf
NATL1A_1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP)	aroG
NATL1A_443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes	tatC
NATL1A_1050	up	NA	NA	NA	NA	down	NA	down	down	NA	NA	down	down	NA	NA	NA	down	Nitroreductase family	-
NATL1A_1330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	regulation of ruffle assembly	CT2216
NATL1A_68	down	NA	NA	NA	NA	up	up	up	NA	NA	NA	down	down	down	NA	NA	down	NA	NA
NATL1A_353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Belongs to the ParA family	minD
NATL1A_540	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate	trpA
NATL1A_169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration"	ndhO
NATL1A_196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"NDH-1 shuttles electrons from NAD(P)H, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient"	ndhD
NATL1A_1636	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Belongs to the binding-protein-dependent transport system permease family	urtB
NATL1A_1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine"	speH
NATL1A_832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	ycf19
NATL1A_1731	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Glutamate--cysteine ligase	-
NATL1A_221	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	NA	NA
NATL1A_330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Catalyzes the reversible phosphorylation of S-methyl-5'- thioadenosine (MTA) to adenine and 5-methylthioribose-1-phosphate. Involved in the breakdown of MTA, a major by-product of polyamine biosynthesis. Responsible for the first step in the methionine salvage pathway after MTA has been generated from S- adenosylmethionine. Has broad substrate specificity with 6- aminopurine nucleosides as preferred substrates"	mtnP
NATL1A_1530	up	NA	NA	NA	down	down	down	down	down	NA	NA	down	down	up	NA	NA	down	NA	NA
NATL1A_202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration"	ndhE
NATL1A_974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)"	pyrE
NATL1A_771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation"	rsfS
NATL1A_507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Belongs to the short-chain dehydrogenases reductases (SDR) family	-
NATL1A_847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Heat shock 70 kDa protein	dnaK1
NATL1A_448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Na H antiporter	nhaP
NATL1A_1106	up	NA	NA	NA	NA	NA	down	NA	down	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
EZ55_2_139	NA	down	NA	down	down	down	NA	down	down	down	up	NA	NA	up	down	down	NA	TonB-dependent Receptor Plug Domain	-
NATL1A_1493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides	pepA
NATL1A_1418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	NA	NA
NATL1A_1299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Homoserine dehydrogenase	thrA
NATL1A_764	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	NA	NA
NATL1A_1367	up	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_1019	NA	NA	NA	NA	NA	down	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Malonyl CoA-acyl carrier protein transacylase	fabD
NATL1A_1426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP"	nadK1
NATL1A_1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	sqdX
NATL1A_354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization	minC
NATL1A_352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell	minE
NATL1A_1353	down	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	acrA
NATL1A_548	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	down	up	NA	NA	down	"Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE"	clpB
NATL1A_1007	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Has a glutathione-disulfide oxidoreductase activity in the presence of NADPH and glutathione reductase. Reduces low molecular weight disulfides and proteins	grxC
NATL1A_971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1116	down	NA	NA	NA	NA	up	up	up	up	NA	NA	down	down	down	NA	NA	down	NA	NA
NATL1A_146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NADH dehydrogenase I subunit 4	ndhD3
NATL1A_1550	NA	up	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	NA	NA
EZ55_18_29	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	"Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit"	rpsL
NATL1A_987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Belongs to the PstS family	-
NATL1A_646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the ATP-dependent conversion of 5- aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5- carboxyaminoimidazole ribonucleotide (N5-CAIR)	purK
NATL1A_1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)"	aroE
NATL1A_239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)	murG
EZ55_2_4	NA	down	NA	down	down	down	NA	down	down	down	up	NA	NA	up	down	down	NA	NA	NA
NATL1A_417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration"	ndhB
NATL1A_271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	sat
EZ55_14_71	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Belongs to the bacterial ribosomal protein bL36 family	rpmJ
EZ55_70_83	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	"Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions"	hupB
EZ55_75_11	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	NA	NA
NATL1A_1358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alpha beta hydrolase	-
NATL1A_788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Two-component sensor histidine kinase	-
NATL1A_583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Belongs to the ComB family	comB
NATL1A_614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Transfers an acetyl group from acetyl-CoA to L- homoserine, forming acetyl-L-homoserine"	metAA
NATL1A_493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	fixC
NATL1A_1220	NA	up	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	NA	NA
NATL1A_1189	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	NA	NA
EZ55_17_27	NA	down	NA	down	down	down	NA	down	down	down	up	NA	NA	up	down	down	NA	TonB dependent receptor	-
NATL1A_584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_588	NA	NA	NA	NA	NA	down	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_319	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Involved in chlorophyll biosynthesis. Catalyzes the insertion of magnesium ion into protoporphyrin IX to yield Mg- protoporphyrin IX	chlD
EZ55_20_38	NA	down	NA	down	down	down	NA	down	down	down	up	NA	NA	up	down	down	NA	"RNA chaperone with significant RNA binding, RNA strand exchange and RNA duplexing activities"	proQ
NATL1A_321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	mkl
NATL1A_654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	NA	Alternative locus ID	-
EZ55_70_119	NA	down	NA	down	down	down	NA	down	down	down	up	NA	NA	up	down	down	NA	"An anti-sigma factor for extracytoplasmic function (ECF) sigma factor sigma-E (RpoE). ECF sigma factors are held in an inactive form by an anti-sigma factor until released by regulated intramembrane proteolysis (RIP). RIP occurs when an extracytoplasmic signal triggers a concerted proteolytic cascade to transmit information and elicit cellular responses. The membrane-spanning regulatory substrate protein is first cut periplasmically (site-1 protease, S1P, DegS), then within the membrane itself (site-2 protease, S2P, RseP), while cytoplasmic proteases finish degrading the anti-sigma factor, liberating sigma-E"	rseA
NATL1A_577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Synthesizes alpha-1,4-glucan chains using ADP-glucose"	glgA
NATL1A_746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose	rfbD
NATL1A_743	NA	up	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1388	up	NA	up	NA	NA	down	NA	NA	NA	NA	up	down	down	NA	NA	NA	down	Alternative locus ID	-
EZ55_39_41	NA	down	NA	NA	down	down	NA	NA	down	down	up	down	NA	up	NA	down	NA	Alkyl hydroperoxide reductase	ahpC
NATL1A_940	down	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Serine acetyltransferase	cysE
NATL1A_1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)"	miaA
NATL1A_1813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1739	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1103	up	NA	up	up	NA	down	down	down	down	NA	up	down	down	up	NA	NA	down	NA	NA
NATL1A_1048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Belongs to the anti-sigma-factor antagonist family	spoIIAA
NATL1A_1351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NAD(P) transhydrogenase alpha subunit	pntA
NATL1A_1335	NA	up	NA	NA	NA	up	up	up	up	NA	down	down	down	down	NA	NA	NA	NA	NA
NATL1A_1431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP)	thiE
NATL1A_660	NA	up	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	NA	NA
NATL1A_148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Belongs to the inositol monophosphatase superfamily	-
NATL1A_1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Belongs to the class-II aminoacyl-tRNA synthetase family	lysS
NATL1A_326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	rub
NATL1A_1442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	ffh
NATL1A_171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Belongs to the cysteine synthase cystathionine beta- synthase family	cysK2
NATL1A_789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	amyA
NATL1A_117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	def
NATL1A_122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	sufB
EZ55_21_84	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	NA	NA
NATL1A_539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration"	ndhL
NATL1A_1258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine	lysA
NATL1A_667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)	leuA
NATL1A_291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate"	leuC
NATL1A_104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Histidine biosynthesis bifunctional protein HisIE	hisI
